bayes,locus,p.value,adj.p.value
0.32,Rv3249c,0.1271611184949053,0.6863803948595579
0.32,Rv2802c,0.1271611184949053,0.6863803948595579
0.32,Rv3033,0.1271611184949053,0.6863803948595579
0.32,wbbL1,0.1271611184949053,0.6863803948595579
0.32,sugA,0.1271611184949053,0.6863803948595579
0.32,Rv3657c,0.1271611184949053,0.6863803948595579
0.32,Rv0839,0.1271611184949053,0.6863803948595579
0.32,Rv2844,0.1271611184949053,0.6863803948595579
0.31952662721893493,Rv3094c,0.12718032149260194,0.6863803948595579
0.3188405797101449,Rv1722,0.1327868948236417,0.7159005091676254
0.3181818181818182,PPE57-PPE58,0.1355980732871538,0.7280573473417948
0.3181818181818182,Rv2418c,0.1355980732871538,0.7280573473417948
0.3181818181818182,Rv2625c,0.1355980732871538,0.7280573473417948
0.3181818181818182,Rv3659c,0.1355980732871538,0.7280573473417948
0.3176470588235294,Rv1516c-Rv1517,0.13625312648806254,0.7308249151280813
0.3170731707317073,Rv2282c,0.1391412981027167,0.744051349424643
0.3170731707317073,metK,0.1391412981027167,0.744051349424643
0.31683168316831684,Rv2781c,0.13914541950080717,0.744051349424643
0.31666666666666665,Rv1941,0.14020606809292402,0.7474325524098342
0.31666666666666665,lipD,0.14020606809292402,0.7474325524098342
0.31654676258992803,vapB37-Rv2105,0.14020606809292402,0.7474325524098342
0.3162393162393162,moaR1-PPE49,0.1420420830071315,0.7564499537561886
0.3157894736842105,Rv3694c,0.1451616869761012,0.7620679379362636
0.3157894736842105,lpqR,0.1451616869761012,0.7620679379362636
0.3157894736842105,Rv2137c,0.1451616869761012,0.7620679379362636
0.3157894736842105,mce3R,0.1451616869761012,0.7620679379362636
0.3157894736842105,pflA-fadE24,0.1451616869761012,0.7620679379362636
0.3157894736842105,sigB-ideR,0.1451616869761012,0.7620679379362636
0.3157894736842105,dipZ-mpt70,0.1451616869761012,0.7620679379362636
0.3157894736842105,lprE,0.1451616869761012,0.7620679379362636
0.3157894736842105,mgtA,0.1451616869761012,0.7620679379362636
0.3157894736842105,Rv3168,0.1451616869761012,0.7620679379362636
0.3157894736842105,lpdC,0.1451616869761012,0.7620679379362636
0.3157894736842105,Rv1748,0.1451616869761012,0.7620679379362636
0.3157894736842105,hemK,0.1451616869761012,0.7620679379362636
0.31521739130434784,pip,0.14528057345948253,0.7620679379362636
0.3151862464183381,Rv0051,0.14528057345948253,0.7620679379362636
0.3150684931506849,cyp123,0.14826607347519816,0.7759164227650291
0.3150684931506849,lppJ,0.14826607347519816,0.7759164227650291
0.3148148148148148,ptrBb-emrB,0.14851351587594253,0.7759164227650291
0.3147410358565737,Rv0528,0.14851351587594253,0.7759164227650291
0.3142857142857143,vapC7,0.15188459306356927,0.7911600444654578
0.3142857142857143,Rv2306B,0.15188459306356927,0.7911600444654578
0.3140495867768595,Rv2689c,0.15188459306356927,0.7911600444654578
0.3137254901960784,Rv1063c-lpqV,0.1525595512585527,0.7923107647207573
0.3137254901960784,Rv2700,0.1525595512585527,0.7923107647207573
0.31351351351351353,aroB,0.1525595512585527,0.7923107647207573
0.31343283582089554,pepB,0.15532654924033573,0.8058815513113553
0.31272727272727274,rpfB,0.15641770070733152,0.8107392704979014
0.3125,dnaA,0.16036860425819233,0.8195409137882548
0.3125,Rv0789c,0.16036860425819233,0.8195409137882548
0.3125,purD,0.16036860425819233,0.8195409137882548
0.3125,Rv2435c,0.16036860425819233,0.8195409137882548
0.3125,Rv3668c,0.16036860425819233,0.8195409137882548
0.3125,Rv3438,0.16036860425819233,0.8195409137882548
0.3125,ligB,0.16036860425819233,0.8195409137882548
0.3125,eccD4,0.16036860425819233,0.8195409137882548
0.3125,Rv1026-kdpE,0.16036860425819233,0.8195409137882548
0.3125,lpqV,0.16036860425819233,0.8195409137882548
0.3125,Rv2114,0.16036860425819233,0.8195409137882548
0.3125,scoB,0.16036860425819233,0.8195409137882548
0.3125,gmhB,0.16036860425819233,0.8195409137882548
0.3125,Rv1367c-lprF,0.16036860425819233,0.8195409137882548
0.3118279569892473,Rv2030c,0.16046407576560862,0.8195409137882548
0.3111111111111111,Rv3207c-Rv3208,0.16462320050021995,0.8391455254319877
0.3111111111111111,Rv2413c,0.16462320050021995,0.8391455254319877
0.3103448275862069,Rv2735c,0.169046909934227,0.8583516716834901
0.3103448275862069,esxA-espI,0.169046909934227,0.8583516716834901
0.3103448275862069,coaA,0.169046909934227,0.8583516716834901
0.3101123595505618,Rv2566,0.169046909934227,0.8583516716834901
0.30985915492957744,Rv1444c,0.17245675543795835,0.8739701013724221
0.30985915492957744,Rv0942,0.17245675543795835,0.8739701013724221
0.30952380952380953,Rv1588c-bioB,0.17343031118910668,0.874936310159252
0.3094218415417559,far,0.17343031118910668,0.874936310159252
0.3093220338983051,sseC2,0.17343031118910668,0.874936310159252
0.3090909090909091,dacB2,0.17381733764386287,0.874936310159252
0.3089700996677741,Rv1507A-Rv1508c,0.17381733764386287,0.874936310159252
0.3089430894308943,PPE38-PPE39,0.17381733764386287,0.874936310159252
0.3089430894308943,eccC3,0.17381733764386287,0.874936310159252
0.30864197530864196,pknF,0.17868738090405,0.8923197733535007
0.30851063829787234,hycP,0.17876195103543557,0.8923197733535007
0.3082788671023965,Rv3174,0.1787623133561469,0.8923197733535007
0.30794341675734493,otsA,0.1787623133561469,0.8923197733535007
0.3078730904817861,Rv3115-moeB2,0.1787623133561469,0.8923197733535007
0.3076923076923077,Rv2191,0.18417022171219544,0.8923197733535007
0.3076923076923077,Rv3635,0.18417022171219544,0.8923197733535007
0.3076923076923077,nuoD,0.18417022171219544,0.8923197733535007
0.3076923076923077,Rv1647,0.18417022171219544,0.8923197733535007
0.3076923076923077,Rv3277,0.18417022171219544,0.8923197733535007
0.3076923076923077,ppk1,0.18417022171219544,0.8923197733535007
0.3076923076923077,nicT-Rv2857c,0.18417022171219544,0.8923197733535007
0.3076923076923077,Rv0913c,0.18417022171219544,0.8923197733535007
0.3076923076923077,Rv2143,0.18417022171219544,0.8923197733535007
0.3076923076923077,Rv2250c,0.18417022171219544,0.8923197733535007
0.3076923076923077,Rv2795c,0.18417022171219544,0.8923197733535007
0.3076923076923077,Rv1700,0.18417022171219544,0.8923197733535007
0.3076923076923077,Rv3055,0.18417022171219544,0.8923197733535007
0.3076923076923077,Rv2707,0.18417022171219544,0.8923197733535007
0.3076923076923077,Rv1668c-Rv1669,0.18417022171219544,0.8923197733535007
0.3076923076923077,lppX,0.18417022171219544,0.8923197733535007
0.3076923076923077,pyrB,0.18417022171219544,0.8923197733535007
0.3076923076923077,Rv0792c-Rv0793,0.18417022171219544,0.8923197733535007
0.3076923076923077,Rv0108c-PE_PGRS1,0.18417022171219544,0.8923197733535007
0.3076923076923077,Rv0513,0.18417022171219544,0.8923197733535007
0.3076923076923077,Rv3216,0.18417022171219544,0.8923197733535007
0.3076923076923077,vapC42,0.18417022171219544,0.8923197733535007
0.3075245365321701,Rv0302,0.18417022171219544,0.8923197733535007
0.3075221238938053,Rv0245,0.18417022171219544,0.8923197733535007
0.3075221238938053,Rv1823,0.18417022171219544,0.8923197733535007
0.3075221238938053,Rv2248,0.18417022171219544,0.8923197733535007
0.3074361820199778,vapC38,0.18417022171219544,0.8923197733535007
0.30735930735930733,narJ,0.18417022171219544,0.8923197733535007
0.30735455543358947,proV,0.18417022171219544,0.8923197733535007
0.30734966592427615,tcrA-Rv0603,0.18417022171219544,0.8923197733535007
0.30726872246696035,vapB47,0.18417022171219544,0.8923197733535007
0.307027027027027,fadD36,0.18417022171219544,0.8923197733535007
0.30701754385964913,Rv1888c-Rv1888A,0.18417022171219544,0.8923197733535007
0.30701754385964913,Rv3835,0.18417022171219544,0.8923197733535007
0.3068432671081678,Rv2148c,0.18417561123277537,0.8923197733535007
0.3067685589519651,Rv1986,0.1846002511063689,0.8923197733535007
0.3067685589519651,fadD28,0.1846002511063689,0.8923197733535007
0.3066812705366922,Rv1566c-Rv1567c,0.1846002511063689,0.8923197733535007
0.30666666666666664,uvrB,0.1878355259624076,0.9062847727310633
0.3065934065934066,nrdF1-vapC36,0.1878355259624076,0.9062847727310633
0.3064516129032258,Rv1376,0.18961438478441417,0.906810011074415
0.30632630410654826,Rv0991c-Rv0992c,0.18961438478441417,0.906810011074415
0.30632630410654826,Rv1136-Rv1137c,0.18961438478441417,0.906810011074415
0.30618892508143325,esxU,0.18961443007450307,0.906810011074415
0.30612244897959184,Rv0192A-Rv0193c,0.18967978367279614,0.906810011074415
0.30610021786492375,Rv2800-mazF9,0.18967978367279614,0.906810011074415
0.30610021786492375,ltp3,0.18967978367279614,0.906810011074415
0.30601092896174864,mutT2,0.18967978367279614,0.906810011074415
0.30594594594594593,Rv2405-Rv2406c,0.18967978367279614,0.906810011074415
0.3059210526315789,Rv1357c-Rv1358,0.18967978367279614,0.906810011074415
0.3058823529411765,Rv2896c,0.19054269573674432,0.906810011074415
0.3058510638297872,idsB,0.19054269573674432,0.906810011074415
0.30583058305830585,Rv3769-Rv3770c,0.19054269573674432,0.906810011074415
0.3056768558951965,recX,0.19054269573674432,0.906810011074415
0.30558598028477546,Rv0691c,0.19054269573674432,0.906810011074415
0.3055555555555556,Rv2285,0.1941974700412855,0.9099548510420421
0.3055555555555556,vapB16,0.1941974700412855,0.9099548510420421
0.3053691275167785,Rv3081-virS,0.1941974700412855,0.9099548510420421
0.3053435114503817,vapC6,0.1941974700412855,0.9099548510420421
0.3053097345132743,Rv0452,0.1941974700412855,0.9099548510420421
0.30528586839266453,ansA,0.1941974700412855,0.9099548510420421
0.30513918629550324,secA2,0.1942541279425084,0.9099548510420421
0.3050847457627119,Rv3531c,0.1952998081602414,0.9099548510420421
0.3050847457627119,Rv1147-Rv1148c,0.1952998081602414,0.9099548510420421
0.30506607929515417,rimJ,0.1952998081602414,0.9099548510420421
0.3048780487804878,Rv1937,0.19682363849161177,0.9099548510420421
0.3047722342733189,mce4C,0.19682363849161177,0.9099548510420421
0.3047619047619048,espG1,0.1968245442933899,0.9099548510420421
0.3047304730473047,Rv3591c,0.1968245442933899,0.9099548510420421
0.30458515283842796,Rv2366c,0.1968245442933899,0.9099548510420421
0.3044943820224719,Rv3689,0.1968245442933899,0.9099548510420421
0.30440414507772023,Rv0893c-Rv0894,0.1968245442933899,0.9099548510420421
0.30434782608695654,Rv2926c,0.200595238580489,0.9099548510420421
0.30434782608695654,PE10-celA2a,0.200595238580489,0.9099548510420421
0.30434782608695654,Rv2515c,0.200595238580489,0.9099548510420421
0.30434782608695654,ddn,0.200595238580489,0.9099548510420421
0.30429988974641675,pknA,0.200595238580489,0.9099548510420421
0.3042071197411003,Rv1972,0.200595238580489,0.9099548510420421
0.3041575492341357,sseA,0.200595238580489,0.9099548510420421
0.30409356725146197,zwf2,0.200595238580489,0.9099548510420421
0.30383795309168443,lppW,0.2005993373335352,0.9099548510420421
0.3038251366120219,htdY,0.2005993373335352,0.9099548510420421
0.3037974683544304,Rv0178,0.2029650424825563,0.9099548510420421
0.3034934497816594,kdpE,0.2034752579791399,0.9099548510420421
0.30340557275541796,Rv2180c,0.2034752579791399,0.9099548510420421
0.30303030303030304,vapB32,0.20688983629716207,0.9099548510420421
0.30303030303030304,Rv3735,0.20688983629716207,0.9099548510420421
0.3029966703662597,amt-ftsY,0.20688983629716207,0.9099548510420421
0.3026315789473684,Rv1152,0.21013684128622767,0.9099548510420421
0.3026315789473684,Rv0027,0.21013684128622767,0.9099548510420421
0.3026315789473684,folB,0.21013684128622767,0.9099548510420421
0.3026315789473684,amiC,0.21013684128622767,0.9099548510420421
0.3025540275049116,hycE-Rv0088,0.21013684128622767,0.9099548510420421
0.302475780409042,Rv1269c,0.21013684128622767,0.9099548510420421
0.30240174672489084,dapC,0.21013684128622767,0.9099548510420421
0.3023255813953488,Rv3239c-secA1,0.21088331253159553,0.9099548510420421
0.3018867924528302,moaA2,0.21113815986187612,0.9099548510420421
0.3018867924528302,mmpL3,0.21113815986187612,0.9099548510420421
0.30184804928131415,mshA,0.21113815986187612,0.9099548510420421
0.3018322082931533,crp,0.21113815986187612,0.9099548510420421
0.3014705882352941,mpt53-Rv2879c,0.2133593669822389,0.9099548510420421
0.3012633624878523,oxyS,0.2172121269104379,0.9099548510420421
0.3012512030798845,Rv3773c,0.2172121269104379,0.9099548510420421
0.3010204081632653,Rv3658c,0.21871070801724246,0.9099548510420421
0.30078125,Rv2862c-vapB23,0.21871333484239908,0.9099548510420421
0.3003875968992248,Rv0964c-Rv0965c,0.21871333484239908,0.9099548510420421
0.3003875968992248,recR,0.21871333484239908,0.9099548510420421
0.3003875968992248,rmlC,0.21871333484239908,0.9099548510420421
0.30038387715930903,bkdC,0.21871333484239908,0.9099548510420421
0.30009680542110356,Rv1230c-Rv1231c,0.21871333484239908,0.9099548510420421
0.30009680542110356,Rv3282,0.21871333484239908,0.9099548510420421
0.30009680542110356,lipQ-argW,0.21871333484239908,0.9099548510420421
0.3000958772770853,Rv0745,0.21871333484239908,0.9099548510420421
0.3,Rv0575c,0.2266750154416558,0.9099548510420421
0.3,Rv2712c,0.2266750154416558,0.9099548510420421
0.3,cyp139,0.2266750154416558,0.9099548510420421
0.3,Rv0474-hbhA,0.2266750154416558,0.9099548510420421
0.3,atsA,0.2266750154416558,0.9099548510420421
0.3,ilvX,0.2266750154416558,0.9099548510420421
0.3,cfp21,0.2266750154416558,0.9099548510420421
0.3,PE2-ptbB,0.2266750154416558,0.9099548510420421
0.3,Rv0518,0.2266750154416558,0.9099548510420421
0.3,Rv0026-Rv0027,0.2266750154416558,0.9099548510420421
0.3,pks4,0.2266750154416558,0.9099548510420421
0.3,ppiB,0.2266750154416558,0.9099548510420421
0.3,Rv3633,0.2266750154416558,0.9099548510420421
0.3,Rv2803,0.2266750154416558,0.9099548510420421
0.3,Rv0738,0.2266750154416558,0.9099548510420421
0.3,Rv0318c,0.2266750154416558,0.9099548510420421
0.3,pheA-Rv3839,0.2266750154416558,0.9099548510420421
0.3,Rv3324A-Rv3325,0.2266750154416558,0.9099548510420421
0.3,Rv2410c,0.2266750154416558,0.9099548510420421
0.3,lipG,0.2266750154416558,0.9099548510420421
0.3,thiC,0.2266750154416558,0.9099548510420421
0.3,mmsB,0.2266750154416558,0.9099548510420421
0.3,cysT,0.2266750154416558,0.9099548510420421
0.3,PE36-eccC2,0.2266750154416558,0.9099548510420421
0.3,pgk,0.2266750154416558,0.9099548510420421
0.3,Rv1861,0.2266750154416558,0.9099548510420421
0.3,frr,0.2266750154416558,0.9099548510420421
0.3,asnB,0.2266750154416558,0.9099548510420421
0.3,fadE19,0.2266750154416558,0.9099548510420421
0.3,emrB-Rv0784,0.2266750154416558,0.9099548510420421
0.3,Rv1697,0.2266750154416558,0.9099548510420421
0.3,Rv0047c-Rv0048c,0.2266750154416558,0.9099548510420421
0.3,Rv2269c,0.2266750154416558,0.9099548510420421
0.3,Rv2054-rpsR2,0.2266750154416558,0.9099548510420421
0.29979035639413,Rv3424c,0.2266750154416558,0.9099548510420421
0.2997090203685742,pcaA-Rv0470A,0.2266750154416558,0.9099548510420421
0.2996146435452794,Rv1478-moxR1,0.2266750154416558,0.9099548510420421
0.29935622317596566,vapC37,0.2266750154416558,0.9099548510420421
0.29931972789115646,Rv0713,0.2266750154416558,0.9099548510420421
0.29923518164435947,moeX,0.2266750154416558,0.9099548510420421
0.29912875121006777,Rv0749A-Rv0750,0.2266750154416558,0.9099548510420421
0.29903846153846153,fadD6,0.22667549098758932,0.9099548510420421
0.2990152193375112,pepE,0.22667549098758932,0.9099548510420421
0.29894937917860553,mutT4,0.2267070128894687,0.9099548510420421
0.29893924783027964,mtrB,0.2267070128894687,0.9099548510420421
0.2988505747126437,Rv3837c,0.22734517288721512,0.9099548510420421
0.2987390882638215,ccsA,0.22734517288721512,0.9099548510420421
0.2987012987012987,Rv2879c,0.23052970019863328,0.9099548510420421
0.29865125240847784,Rv1904,0.23052970019863328,0.9099548510420421
0.2985507246376812,Rv1927,0.23052970019863328,0.9099548510420421
0.2985386221294363,Rv2820c,0.23052970019863328,0.9099548510420421
0.29850746268656714,narK2,0.2340616024919694,0.9099548510420421
0.29850746268656714,mpr11-Rv2561,0.2340616024919694,0.9099548510420421
0.29850746268656714,fadE7,0.2340616024919694,0.9099548510420421
0.29846449136276393,Rv2709,0.2340616024919694,0.9099548510420421
0.29846449136276393,fdhD,0.2340616024919694,0.9099548510420421
0.2983638113570741,nrdE,0.2340616024919694,0.9099548510420421
0.2982625482625483,Rv1045,0.2340616024919694,0.9099548510420421
0.29815303430079154,PE_PGRS28-Rv1453,0.23477895221016998,0.9099548510420421
0.2981366459627329,Rv2567,0.23477895221016998,0.9099548510420421
0.29797492767598843,celA2b,0.23478074116868175,0.9099548510420421
0.2978927203065134,Rv0185,0.23478074116868175,0.9099548510420421
0.2978723404255319,Rv1738,0.23489392110086071,0.9099548510420421
0.2978723404255319,fabG3-Rv2003c,0.23489392110086071,0.9099548510420421
0.2978723404255319,Rv0876c,0.23489392110086071,0.9099548510420421
0.297790585975024,glfT1,0.23489392110086071,0.9099548510420421
0.29773755656108597,mce1D,0.23489392110086071,0.9099548510420421
0.29770992366412213,kstD,0.23489392110086071,0.9099548510420421
0.2976190476190476,Rv0374c,0.23610416285663793,0.9099548510420421
0.2976190476190476,fadE29,0.23610416285663793,0.9099548510420421
0.29740134744947067,Rv0518-Rv0519c,0.23610416285663793,0.9099548510420421
0.29740134744947067,mce2F,0.23610416285663793,0.9099548510420421
0.2972972972972973,echA4,0.24007635274928507,0.9099548510420421
0.2972972972972973,Rv1289,0.24007635274928507,0.9099548510420421
0.2972972972972973,dcd-udgA,0.24007635274928507,0.9099548510420421
0.2972972972972973,Rv1144,0.24007635274928507,0.9099548510420421
0.297270955165692,cobN,0.24007635274928507,0.9099548510420421
0.29703915950334286,lipI,0.24007635274928507,0.9099548510420421
0.297029702970297,Rv1318c,0.24008357651846568,0.9099548510420421
0.2969639468690702,rskA,0.24008357651846568,0.9099548510420421
0.296875,Rv0585c,0.24278234498131013,0.9099548510420421
0.296875,yrbE3A,0.24278234498131013,0.9099548510420421
0.29684601113172543,Rv3776,0.24278234498131013,0.9099548510420421
0.2967289719626168,Rv3427c-Rv3428c,0.24278234498131013,0.9099548510420421
0.29669156883671294,Rv1835c,0.2430140943662481,0.9099548510420421
0.2966507177033493,plcC,0.2430140943662481,0.9099548510420421
0.29643183897529735,lipE-Rv3776,0.2430140943662481,0.9099548510420421
0.2962962962962963,clpB,0.245386026902494,0.9099548510420421
0.2962962962962963,Rv2401,0.245386026902494,0.9099548510420421
0.2962962962962963,cadI-Rv2642,0.245386026902494,0.9099548510420421
0.2962962962962963,glpQ2,0.245386026902494,0.9099548510420421
0.2962962962962963,lipN,0.245386026902494,0.9099548510420421
0.2962962962962963,priA,0.245386026902494,0.9099548510420421
0.2962962962962963,cspB-PE_PGRS15,0.245386026902494,0.9099548510420421
0.2962962962962963,Rv2237,0.245386026902494,0.9099548510420421
0.2962962962962963,Rv2219A,0.245386026902494,0.9099548510420421
0.295873573309921,narL,0.24540905691270332,0.9099548510420421
0.2958015267175573,Rv0315,0.24540905691270332,0.9099548510420421
0.2956989247311828,Rv1775,0.24966100368452993,0.9099548510420421
0.2955801104972376,ponA2,0.24966104897461883,0.9099548510420421
0.2955390334572491,Rv0907,0.24966104897461883,0.9099548510420421
0.29545454545454547,rho,0.2502005898037698,0.9099548510420421
0.29545454545454547,lppI,0.2502005898037698,0.9099548510420421
0.29545454545454547,ddlA,0.2502005898037698,0.9099548510420421
0.2948717948717949,gabT,0.25502787922002856,0.9099548510420421
0.2948717948717949,mgtC,0.25502787922002856,0.9099548510420421
0.2946593001841621,Rv0061c,0.2550992564001463,0.9099548510420421
0.29464285714285715,Rv3683-Rv3684,0.2550993016902352,0.9099548510420421
0.2945205479452055,Rv2037c,0.2550993016902352,0.9099548510420421
0.29450757575757575,uspA,0.2550993016902352,0.9099548510420421
0.29449838187702265,gid,0.2550993016902352,0.9099548510420421
0.2944839857651246,lppD,0.2550993016902352,0.9099548510420421
0.2944393801276208,cyp138,0.2550993016902352,0.9099548510420421
0.29439252336448596,ugpB,0.2550993016902352,0.9099548510420421
0.2942271880819367,pmmB,0.2550993016902352,0.9099548510420421
0.29422066549912435,mptA,0.2550993016902352,0.9099548510420421
0.29417206290471787,Rv0191,0.2550993016902352,0.9099548510420421
0.29417206290471787,Rv3236c,0.2550993016902352,0.9099548510420421
0.29411764705882354,pra,0.26028436016381606,0.9099548510420421
0.29411764705882354,rslA-Rv0737,0.26028436016381606,0.9099548510420421
0.29411764705882354,Rv3527,0.26028436016381606,0.9099548510420421
0.29411764705882354,lpqX-mrp,0.26028436016381606,0.9099548510420421
0.29411764705882354,Rv2049c-Rv2050,0.26028436016381606,0.9099548510420421
0.29411764705882354,Rv2492,0.26028436016381606,0.9099548510420421
0.29411764705882354,Rv3631,0.26028436016381606,0.9099548510420421
0.29411764705882354,cobL,0.26028436016381606,0.9099548510420421
0.29411764705882354,cysH,0.26028436016381606,0.9099548510420421
0.29411764705882354,icd2,0.26028436016381606,0.9099548510420421
0.29411764705882354,purM-Rv0810c,0.26028436016381606,0.9099548510420421
0.29411764705882354,Rv2613c,0.26028436016381606,0.9099548510420421
0.29411764705882354,ftsY,0.26028436016381606,0.9099548510420421
0.29411764705882354,Rv2254c,0.26028436016381606,0.9099548510420421
0.29411764705882354,proB,0.26028436016381606,0.9099548510420421
0.29411764705882354,Rv1401,0.26028436016381606,0.9099548510420421
0.29411764705882354,Rv0880,0.26028436016381606,0.9099548510420421
0.29411764705882354,TB8.4,0.26028436016381606,0.9099548510420421
0.29411764705882354,Rv3706c,0.26028436016381606,0.9099548510420421
0.29406474820143885,Rv3263,0.26028436016381606,0.9099548510420421
0.2940630797773655,Rv3181c-Rv3182,0.26028436016381606,0.9099548510420421
0.293953488372093,Rv2395-mcr7,0.26028436016381606,0.9099548510420421
0.293953488372093,Rv3863-espE,0.26028436016381606,0.9099548510420421
0.293953488372093,vapB18,0.26028436016381606,0.9099548510420421
0.29391304347826086,Rv3766,0.26028436016381606,0.9099548510420421
0.29390018484288355,Rv2562,0.26028436016381606,0.9099548510420421
0.29390018484288355,aldA,0.26028436016381606,0.9099548510420421
0.29385964912280704,Rv0024,0.26028436016381606,0.9099548510420421
0.29385964912280704,Rv2240c,0.26028436016381606,0.9099548510420421
0.29384328358208955,Rv1509-Rv1510,0.26028436016381606,0.9099548510420421
0.2938099389712293,Rv3193c,0.26028436016381606,0.9099548510420421
0.2938099389712293,aao,0.26028436016381606,0.9099548510420421
0.2938053097345133,Rv2559c,0.26028436016381606,0.9099548510420421
0.29380053908355797,Rv3627c,0.26028436016381606,0.9099548510420421
0.293732460243218,Rv1258c,0.26028436016381606,0.9099548510420421
0.2937062937062937,MTS0858-glyA1,0.26028436016381606,0.9099548510420421
0.2937062937062937,fadD32,0.26028436016381606,0.9099548510420421
0.2936802973977695,ddn-Rv3548c,0.26028436016381606,0.9099548510420421
0.2936802973977695,mmaA2,0.26028436016381606,0.9099548510420421
0.29365768896611644,Rv1936,0.26028436016381606,0.9099548510420421
0.29365079365079366,Rv0674,0.26028436016381606,0.9099548510420421
0.2936046511627907,Rv0775,0.26028436016381606,0.9099548510420421
0.2936021034180543,Rv3220c,0.26028436016381606,0.9099548510420421
0.2935278030993619,fadD31,0.26028458661426057,0.9099548510420421
0.2935185185185185,dosT,0.26028458661426057,0.9099548510420421
0.29341864716636196,Rv3680,0.2604720422922473,0.9099548510420421
0.2934076137418756,Rv0699,0.2604720422922473,0.9099548510420421
0.2933920704845815,Rv0484c,0.2604720422922473,0.9099548510420421
0.2933579335793358,Rv0223c,0.2604720422922473,0.9099548510420421
0.2933579335793358,Rv0825c,0.2604720422922473,0.9099548510420421
0.2933579335793358,Rv2827c-Rv2828c,0.2604720422922473,0.9099548510420421
0.29334500875656744,lprH-Rv1419,0.2604720422922473,0.9099548510420421
0.29334500875656744,mpa-lppK,0.2604720422922473,0.9099548510420421
0.29333333333333333,bkdA-citE,0.2644483309379405,0.9099548510420421
0.29333333333333333,Rv1025,0.2644483309379405,0.9099548510420421
0.29333333333333333,higB,0.2644483309379405,0.9099548510420421
0.2933088909257562,cobB,0.2644483309379405,0.9099548510420421
0.29329608938547486,Rv0927c-pstS3,0.2644483309379405,0.9099548510420421
0.29329608938547486,Rv1227c-lpqX,0.2644483309379405,0.9099548510420421
0.29329608938547486,Rv3047c,0.2644483309379405,0.9099548510420421
0.29329608938547486,mcr11,0.2644483309379405,0.9099548510420421
0.2932651321398124,Rv0193c,0.2644483309379405,0.9099548510420421
0.29324699352451433,Rv0679c,0.2644483309379405,0.9099548510420421
0.29324699352451433,idsB-vapC46,0.2644483309379405,0.9099548510420421
0.2932396839332748,Rv0431,0.2644483309379405,0.9099548510420421
0.2932396839332748,aspS-Rv2573,0.2644483309379405,0.9099548510420421
0.2932396839332748,cycA-PPE22,0.2644483309379405,0.9099548510420421
0.293207222699914,proX,0.2644483309379405,0.9099548510420421
0.2931985294117647,Rv0311,0.2644483309379405,0.9099548510420421
0.29317980513728964,Rv2023A,0.2644483309379405,0.9099548510420421
0.29315068493150687,esxW,0.2644483309379405,0.9099548510420421
0.29313380281690143,Rv0093c,0.2644483309379405,0.9099548510420421
0.29310344827586204,Rv3551,0.26541989392517695,0.9099548510420421
0.29310344827586204,Rv3649,0.26541989392517695,0.9099548510420421
0.29310344827586204,Rv2209,0.26541989392517695,0.9099548510420421
0.29308836395450566,Rv0439c-groEL2,0.26541989392517695,0.9099548510420421
0.29308836395450566,Rv3920c-Rv3921c,0.26541989392517695,0.9099548510420421
0.29307116104868913,Rv2957-Rv2958c,0.26541989392517695,0.9099548510420421
0.29304347826086957,cyp121,0.26541989392517695,0.9099548510420421
0.29304029304029305,Rv0823c,0.26541989392517695,0.9099548510420421
0.29304029304029305,pknJ,0.26541989392517695,0.9099548510420421
0.29302736098852605,Rv2599,0.26541989392517695,0.9099548510420421
0.2930232558139535,Rv1532c,0.26541989392517695,0.9099548510420421
0.2930232558139535,Rv3142c-Rv3143,0.26541989392517695,0.9099548510420421
0.2930232558139535,eno,0.26541989392517695,0.9099548510420421
0.2929824561403509,PE_PGRS38-pbpB,0.26541989392517695,0.9099548510420421
0.2929824561403509,Rv0088-Rv0089,0.26541989392517695,0.9099548510420421
0.2929824561403509,Rv2668,0.26541989392517695,0.9099548510420421
0.2929824561403509,lppW-trmD,0.26541989392517695,0.9099548510420421
0.2929824561403509,purE,0.26541989392517695,0.9099548510420421
0.2929824561403509,spoU,0.26541989392517695,0.9099548510420421
0.2929759704251386,Rv0380c,0.26541989392517695,0.9099548510420421
0.2929553264604811,ppdK,0.26541989392517695,0.9099548510420421
0.29293809938971227,Rv3822,0.26541989392517695,0.9099548510420421
0.2929203539823009,Rv0992c,0.2654372173841839,0.9099548510420421
0.2928759894459103,Rv1879-cyp140,0.2654372173841839,0.9099548510420421
0.2928759894459103,Rv2433c,0.2654372173841839,0.9099548510420421
0.2928759894459103,Rv3346c-PPE55,0.2654372173841839,0.9099548510420421
0.2928759894459103,Rv3359-Rv3360,0.2654372173841839,0.9099548510420421
0.2928759894459103,vapB25,0.2654372173841839,0.9099548510420421
0.2928637627432808,pimE,0.2654372173841839,0.9099548510420421
0.2928321678321678,Rv1949c,0.2654372173841839,0.9099548510420421
0.29278887923544744,guaB2,0.2654372173841839,0.9099548510420421
0.2927689594356261,Rv2632c-Rv2633c,0.2654372173841839,0.9099548510420421
0.29275092936802977,Rv1072-Rv1073,0.2654372173841839,0.9099548510420421
0.29275092936802977,Rv2923c,0.2654372173841839,0.9099548510420421
0.29275092936802977,ceoB,0.2654372173841839,0.9099548510420421
0.29275092936802977,fhaA-leuT,0.2654372173841839,0.9099548510420421
