plate,strain,replicate,isoniazid,cfus,rfus,exp,rep.label,rfus.per.cfu,inh.label,fc
1,nb-wt,c,100,8000000,59596.5,1,nb-wt-c,0.0074495625,"100 µg/mL
isoniazid",1.0249810814529443
1,ohrR-anc,a,100,8000000,43606.5,1,ohrR-anc-a,0.0054508125,"100 µg/mL
isoniazid",0.7499742019812878
1,ohrR-anc,b,100,8000000,46844.5,1,ohrR-anc-b,0.0058555625,"100 µg/mL
isoniazid",0.8056635250412768
1,ohrR-s5,a,100,8000000,53619.5,1,ohrR-s5-a,0.0067024375,"100 µg/mL
isoniazid",0.922184576224546
1,ohrR-s5,b,100,8000000,43451.5,1,ohrR-s5-b,0.0054314375,"100 µg/mL
isoniazid",0.7473084067143643
1,ohrR-s5,c,100,8000000,43016.5,1,ohrR-s5-c,0.0053770625,"100 µg/mL
isoniazid",0.7398269812878371
1,ohrR-L10,a,100,8000000,50130.5,1,ohrR-L10-a,0.0062663125,"100 µg/mL
isoniazid",0.862178384700055
1,ohrR-L10,b,100,8000000,45736.5,1,ohrR-L10-b,0.0057170625,"100 µg/mL
isoniazid",0.7866073885525592
1,ohrR-L10,c,100,8000000,49384.5,1,ohrR-L10-c,0.0061730625,"100 µg/mL
isoniazid",0.8493481700605393
2,nb-wt,b,100,8000000,56914.5,1,nb-wt-b,0.0071143125,"100 µg/mL
isoniazid",0.9788542239955971
2,nb-wt,c,100,8000000,58877.5,1,nb-wt-c,0.0073596875,"100 µg/mL
isoniazid",1.0126152311502477
2,ohrR-anc,a,100,8000000,43707.5,1,ohrR-anc-a,0.0054634375,"100 µg/mL
isoniazid",0.7517112685745735
2,ohrR-anc,b,100,8000000,48042.5,1,ohrR-anc-b,0.0060053125,"100 µg/mL
isoniazid",0.8262675426527243
2,ohrR-s5,a,100,8000000,51313.5,1,ohrR-s5-a,0.0064141875,"100 µg/mL
isoniazid",0.8825244221243808
2,ohrR-s5,b,100,8000000,44986.5,1,ohrR-s5-b,0.0056233125,"100 µg/mL
isoniazid",0.7737083791964777
2,ohrR-s5,c,100,8000000,46427.5,1,ohrR-s5-c,0.0058034375,"100 µg/mL
isoniazid",0.7984916758392955
2,ohrR-L10,a,100,8000000,50777.5,1,ohrR-L10-a,0.0063471875,"100 µg/mL
isoniazid",0.873305930104568
2,ohrR-L10,b,100,8000000,45361.5,1,ohrR-L10-b,0.0056701875,"100 µg/mL
isoniazid",0.7801578838745185
2,ohrR-L10,c,100,8000000,49315.5,1,ohrR-L10-c,0.0061644375,"100 µg/mL
isoniazid",0.8481614611997798
1,nb-wt,b,500,8000000,51754.5,1,nb-wt-b,0.0064693125,"500 µg/mL
isoniazid",0.9690810446440692
1,nb-wt,c,500,8000000,56846.5,1,nb-wt-c,0.0071058125,"500 µg/mL
isoniazid",1.0644265832798903
1,ohrR-anc,a,500,8000000,42473.5,1,ohrR-anc-a,0.0053091875,"500 µg/mL
isoniazid",0.7952982590825893
1,ohrR-anc,b,500,8000000,45657.5,1,ohrR-anc-b,0.0057071875,"500 µg/mL
isoniazid",0.8549173075932834
1,ohrR-s5,a,500,8000000,57907.5,1,ohrR-s5-a,0.0072384375,"500 µg/mL
isoniazid",1.0842933579249425
1,ohrR-s5,b,500,8000000,32923.5,1,ohrR-s5-b,0.0041154375,"500 µg/mL
isoniazid",0.6164785627015817
1,ohrR-s5,c,500,8000000,45882.5,1,ohrR-s5-c,0.0057353125,"500 µg/mL
isoniazid",0.8591303370891711
1,ohrR-L10,a,500,8000000,50929.5,1,ohrR-L10-a,0.0063661875,"500 µg/mL
isoniazid",0.9536332698258146
1,ohrR-L10,b,500,8000000,44803.5,1,ohrR-L10-b,0.0056004375,"500 µg/mL
isoniazid",0.8389265200844479
1,ohrR-L10,c,500,8000000,47938.5,1,ohrR-L10-c,0.0059923125,"500 µg/mL
isoniazid",0.8976280643938153
2,nb-wt,b,500,8000000,51452.5,1,nb-wt-b,0.0064315625,"500 µg/mL
isoniazid",0.9634262228318111
2,nb-wt,c,500,8000000,53569.5,1,nb-wt-c,0.0066961875,"500 µg/mL
isoniazid",1.0030661492442292
2,ohrR-anc,a,500,8000000,41935.5,1,ohrR-anc-a,0.0052419375,"500 µg/mL
isoniazid",0.7852244374435337
2,ohrR-anc,b,500,8000000,44933.5,1,ohrR-anc-b,0.0056166875,"500 µg/mL
isoniazid",0.841360714904294
2,ohrR-s5,a,500,8000000,53266.5,1,ohrR-s5-a,0.0066583125,"500 µg/mL
isoniazid",0.9973926028564339
2,ohrR-s5,b,500,8000000,46800.5,1,ohrR-s5-b,0.0058500625,"500 µg/mL
isoniazid",0.8763194974323926
2,ohrR-s5,c,500,8000000,48457.5,1,ohrR-s5-c,0.0060571875,"500 µg/mL
isoniazid",0.9073461190976627
2,ohrR-L10,a,500,8000000,49859.5,1,ohrR-L10-a,0.0062324375,"500 µg/mL
isoniazid",0.9335979740009268
2,ohrR-L10,b,500,8000000,47690.5,1,ohrR-L10-b,0.0059613125,"500 µg/mL
isoniazid",0.8929843696605702
2,ohrR-L10,c,500,8000000,48906.5,1,ohrR-L10-c,0.0061133125,"500 µg/mL
isoniazid",0.9157534535139006
1,nb-wt,a,0,8000000,8159.5,2,nb-wt-a,0.0010199375,"0 µg/mL
isoniazid",1.0317380034140482
1,nb-wt,b,0,8000000,8079.5,2,nb-wt-b,0.0010099375,"0 µg/mL
isoniazid",1.02162230511475
1,nb-wt,c,0,8000000,7486.5,2,nb-wt-c,9.358125e-4,"0 µg/mL
isoniazid",0.9466396914712019
1,wt-s1,a,0,8000000,6245.5,2,wt-s1-a,7.806875e-4,"0 µg/mL
isoniazid",0.7897199216033381
1,wt-s1,b,0,8000000,5926.5,2,wt-s1-b,7.408125e-4,"0 µg/mL
isoniazid",0.7493835746348865
1,wt-s1,c,0,8000000,5513.5,2,wt-s1-c,6.891875e-4,"0 µg/mL
isoniazid",0.6971612821647594
1,wt-L2,a,0,5500000,4203.5,2,wt-L2-a,7.642727272727273e-4,"0 µg/mL
isoniazid",0.7731152327472741
1,wt-L2,b,0,5500000,4244.5,2,wt-L2-b,7.717272727272728e-4,"0 µg/mL
isoniazid",0.7806560260249329
1,wt-L2,c,0,5500000,4260.5,2,wt-L2-c,7.746363636363636e-4,"0 µg/mL
isoniazid",0.7835987746210923
1,ohrR-anc,a,0,8000000,6735.5,2,ohrR-anc-a,8.419375e-4,"0 µg/mL
isoniazid",0.8516785736865398
1,ohrR-anc,b,0,8000000,6770.5,2,ohrR-anc-b,8.463125e-4,"0 µg/mL
isoniazid",0.8561041916924826
2,ohrR-L10,a,0,8000000,6220.5,2,ohrR-L10-a,7.775625e-4,"0 µg/mL
isoniazid",0.7865587658848074
2,ohrR-L10,b,0,8000000,5552.5,2,ohrR-L10-b,6.940625e-4,"0 µg/mL
isoniazid",0.7020926850856672
2,ohrR-L10,c,0,8000000,5885.5,2,ohrR-L10-c,7.356875e-4,"0 µg/mL
isoniazid",0.7441992792564961
2,wj-wt,a,0,8000000,6916.5,2,wj-wt-a,8.645625e-4,"0 µg/mL
isoniazid",0.9886128117778784
2,wj-wt,b,0,8000000,7131.5,2,wj-wt-b,8.914375e-4,"0 µg/mL
isoniazid",1.0193439264359054
2,wj-wt,c,0,8000000,6940.5,2,wj-wt-c,8.675625e-4,"0 µg/mL
isoniazid",0.9920432617862163
2,mshA-ko,a,0,6500000,5975.5,2,mshA-ko-a,9.193076923076924e-4,"0 µg/mL
isoniazid",1.051213026914006
2,mshA-ko,b,0,8000000,8210.5,2,mshA-ko-b,0.0010263125,"0 µg/mL
isoniazid",1.1735712413940969
2,mshA-ko,c,0,8000000,8486.5,2,mshA-ko-c,0.0010608125,"0 µg/mL
isoniazid",1.2130214164899826
2,mshA-comp,a,0,8000000,7982.5,2,mshA-comp-a,9.978125e-4,"0 µg/mL
isoniazid",1.1409819663148868
2,mshA-comp,b,0,8000000,6504.5,2,mshA-comp-b,8.130625e-4,"0 µg/mL
isoniazid",0.9297234199680778
2,mshA-comp,c,0,8000000,7130.5,2,mshA-comp-c,8.913125e-4,"0 µg/mL
isoniazid",1.0192009910188913
1,nb-wt,a,1,8000000,7792.5,2,nb-wt-a,9.740625e-4,"1 µg/mL
isoniazid",1.0196270853778213
