colony.label,r,cs,toa,line,experiment,time.point,treatment,Cluster,colony,strain
E.I.post.plus_6_2,1962.0224518256266,24349.439919280747,50.88749086006994,E,I,post,plus,2,6,E_plus_6
E.I.post.plus_7_2,1435.8766613154273,19842.220341301978,48.55759736938015,E,I,post,plus,2,7,E_plus_7
E.I.post.plus_8_2,4447.4418322464235,65173.90338493342,48.78758685558557,E,I,post,plus,1,8,E_plus_8
E.I.post.plus_9_2,1865.3181616999148,22284.340298951054,51.6774547474712,E,I,post,plus,2,9,E_plus_9
E.I.post.plus_10_2,1906.8497006595132,24791.791107854093,50.097526972668675,E,I,post,plus,2,10,E_plus_10
E.I.post.plus_11_2,725.4887799813879,7808.834732714123,53.34737840818019,E,I,post,plus,3,11,E_plus_11
E.I.post.plus_12_2,3166.988688829818,44511.663227975056,49.3575607996599,E,I,post,plus,1,12,E_plus_12
E.I.post.plus_14_2,1931.2664873289912,22123.600364209888,52.38742229184449,E,I,post,plus,2,14,E_plus_14
E.I.post.plus_16_2,2574.7155473161993,30537.773616537637,51.71745291898519,E,I,post,plus,1,16,E_plus_16
E.I.post.plus_17_2,1730.6138583420798,18951.371543155852,52.90739852152633,E,I,post,plus,3,17,E_plus_17
E.I.post.plus_18_2,1625.5347169309944,18170.790740279906,52.52741589214344,E,I,post,plus,3,18,E_plus_18
E.I.post.plus_19_2,3037.2629086779352,34924.778321579426,52.40742137760147,E,I,post,plus,1,19,E_plus_19
E.I.post.plus_20_2,1332.3809274682474,15124.467087886336,52.187431434274544,E,I,post,plus,3,20,E_plus_20
E.I.post.plus_21_2,1089.9605203124604,10446.753682925315,55.177294754945144,E,I,post,plus,3,21,E_plus_21
E.I.post.plus_22_2,149.81123424127307,1364.2581739483069,56.25724538582281,E,I,post,plus,3,22,E_plus_22
E.I.post.plus_23_2,1739.9293184989017,20210.473390066847,51.91744377655513,E,I,post,plus,2,23,E_plus_23
E.I.post.plus_24_2,3058.110308740139,39169.008562977564,50.05752880115469,E,I,post,plus,1,24,E_plus_24
E.I.post.plus_25_2,762.0951136278734,7827.855297219424,53.967350066647015,E,I,post,plus,3,25,E_plus_25
E.I.post.plus_26_2,2990.6822133254364,37987.65034782828,50.177523315696654,E,I,post,plus,1,26,E_plus_26
E.I.post.plus_27_2,1734.931204088438,24678.907480906244,48.25761108302523,E,I,post,plus,2,27,E_plus_27
E.I.post.plus_28_2,149.47525275258954,1375.082124872331,56.04725498537438,E,I,post,plus,3,28,E_plus_28
E.I.post.plus_29_2,2344.9519280947247,29240.482350123744,50.43751143053757,E,I,post,plus,1,29,E_plus_29
E.I.post.plus_31_2,424.7652312636055,4155.467618969332,54.857309382833236,E,I,post,plus,3,31,E_plus_31
E.I.post.plus_32_2,3710.044451400304,44262.829795121645,51.487463432779755,E,I,post,plus,1,32,E_plus_32
E.I.post.plus_34_2,789.0344194639267,8353.284790030697,53.51737063711464,E,I,post,plus,3,34,E_plus_34
E.I.post.plus_35_2,1672.306023248512,19722.181827429624,51.53746114717224,E,I,post,plus,2,35,E_plus_35
E.I.post.plus_36_2,1338.483706212849,13795.951148969307,53.84735555210505,E,I,post,plus,3,36,E_plus_36
E.I.post.plus_37_2,3699.3183325062914,47603.16292866891,50.44751097341607,E,I,post,plus,1,37,E_plus_37
E.I.post.plus_38_2,1691.6736267644087,18650.56835874444,52.797403549862864,E,I,post,plus,3,38,E_plus_38
E.I.post.plus_39_2,463.9654054892007,4493.125756662003,55.0073025260107,E,I,post,plus,3,39,E_plus_39
E.I.post.plus_40_2,1158.0939232106186,12156.056002326824,53.857355094983546,E,I,post,plus,3,40,E_plus_40
E.I.post.plus_41_2,2144.4862454094036,24086.06316924166,52.447419549115466,E,I,post,plus,2,41,E_plus_41
E.I.post.plus_42_2,2756.3767347884286,36473.70712362837,49.537552571472844,E,I,post,plus,1,42,E_plus_42
E.I.post.plus_43_2,4868.6963014160965,63603.58201473344,50.05752880115469,E,I,post,plus,1,43,E_plus_43
E.I.post.plus_44_2,331.57971837356354,3201.6025390814734,54.96730435449671,E,I,post,plus,3,44,E_plus_44
E.I.post.plus_45_2,111.21567362418466,1450.2139341061056,49.107572227697474,E,I,post,plus,3,45,E_plus_45
F.I.post.plus_3_2,2704.970715652267,35084.99968280258,51.01748491749039,F,I,post,plus,1,3,F_plus_3
F.I.post.plus_5_2,938.079977970089,10155.14901233786,53.59736698014262,F,I,post,plus,3,5,F_plus_5
F.I.post.plus_7_2,1533.8666999465713,22062.928950021374,47.93762571091332,F,I,post,plus,2,7,F_plus_7
F.I.post.plus_8_2,1188.6559897489967,13951.425074242232,52.587413149414424,F,I,post,plus,3,8,F_plus_8
F.I.post.plus_9_2,2117.8083006065954,27127.99629053794,50.39751325902358,F,I,post,plus,2,9,F_plus_9
F.I.post.plus_10_2,2798.6624073795256,35427.56387509456,51.30747166096681,F,I,post,plus,1,10,F_plus_10
F.I.post.plus_11_2,118.08501523850767,1115.869976558964,56.387239443243274,F,I,post,plus,3,11,F_plus_11
F.I.post.plus_12_2,744.2989271086145,8656.356908917354,51.86744606216264,F,I,post,plus,3,12,F_plus_12
F.I.post.plus_13_2,1692.2240428077378,19518.556483820394,52.63741086380691,F,I,post,plus,3,13,F_plus_13
F.I.post.plus_15_2,143.29863590247996,1379.810885914755,55.38728515539358,F,I,post,plus,3,15,F_plus_15
F.I.post.plus_16_2,1538.1523371466276,18048.11655221778,51.74745154762068,F,I,post,plus,3,16,F_plus_16
F.I.post.plus_17_2,229.31116233279377,2075.685513133095,56.197248128551834,F,I,post,plus,3,17,F_plus_17
F.I.post.plus_18_2,1856.2016319045463,23809.785878132065,49.937534286612724,F,I,post,plus,2,18,F_plus_18
F.I.post.plus_19_2,796.1210892074255,8378.313300346843,53.73736058044158,F,I,post,plus,3,19,F_plus_19
F.I.post.plus_20_2,2638.3204368046995,34673.767712344496,49.83753885782776,F,I,post,plus,1,20,F_plus_20
F.I.post.plus_21_2,1201.7072358021692,12865.930000733024,53.31737977954471,F,I,post,plus,3,21,F_plus_21
F.I.post.plus_22_2,499.01039409810323,4822.879445785399,54.83731029707625,F,I,post,plus,3,22,F_plus_22
F.I.post.plus_23_2,715.7516225726595,7300.857306827383,54.107343666945965,F,I,post,plus,3,23,F_plus_23
F.I.post.plus_24_2,1316.9895155267695,14383.276094883387,52.89739897864783,F,I,post,plus,3,24,F_plus_24
F.I.post.plus_25_2,1959.8639668089756,26482.83094325797,49.087573141940474,F,I,post,plus,2,25,F_plus_25
F.I.post.plus_26_2,2392.508379989639,32931.4263266611,48.93757999876303,F,I,post,plus,1,26,F_plus_26
F.I.post.plus_27_2,961.5482795574858,10050.565047475344,53.51737063711464,F,I,post,plus,3,27,F_plus_27
F.I.post.plus_28_2,278.0508162908005,2691.407594836765,55.07729932616018,F,I,post,plus,3,28,F_plus_28
F.I.post.plus_30_2,1479.4942253402812,17942.66338088326,51.487463432779755,F,I,post,plus,2,30,F_plus_30
F.I.post.plus_31_2,2038.8596448822486,24536.656636139167,51.20747623218184,F,I,post,plus,2,31,F_plus_31
F.I.post.plus_32_2,1529.8284542557249,19333.077829525904,50.41751234478058,F,I,post,plus,2,32,F_plus_32
F.I.post.plus_33_2,1891.1910621526501,23649.676270808915,50.42751188765907,F,I,post,plus,2,33,F_plus_33
F.I.post.plus_35_2,2471.668417064637,30233.35959889477,50.947488117340924,F,I,post,plus,1,35,F_plus_35
F.I.post.plus_36_2,900.454620987805,9634.302117373183,53.51737063711464,F,I,post,plus,3,36,F_plus_36
F.I.post.plus_37_2,817.2979131654158,8867.151986956116,52.957396235918814,F,I,post,plus,3,37,F_plus_37
F.I.post.plus_38_2,1928.4327095789415,22423.490659040228,52.02743874821859,F,I,post,plus,2,38,F_plus_38
F.I.post.plus_39_2,378.72278706481967,3438.1699533187625,56.13725087128085,F,I,post,plus,3,39,F_plus_39
F.I.post.plus_40_2,715.2702347396273,7084.489718523202,54.28733543875891,F,I,post,plus,3,40,F_plus_40
F.I.post.plus_41_2,1214.0792583160637,13414.849073741118,52.52741589214344,F,I,post,plus,3,41,F_plus_41
F.I.post.plus_43_2,160.98786484333738,1575.7993881873927,55.53727829857104,F,I,post,plus,3,43,F_plus_43
F.I.post.plus_44_2,3087.8830628375317,37587.44243265632,51.31747120384531,F,I,post,plus,1,44,F_plus_44
F.I.post.plus_49_2,1054.6243565163754,12582.145536237576,51.15747851778936,F,I,post,plus,3,49,F_plus_49
F.I.post.plus_51_2,337.3198164254135,3565.0491668260256,54.25733681012343,F,I,post,plus,3,51,F_plus_51
G.I.post.plus_3_2,190.126574523716,1885.0278700153237,55.6472732702345,G,I,post,plus,3,3,G_plus_3
G.I.post.plus_4_2,2258.422706450641,33142.426271682925,48.41760376908118,G,I,post,plus,1,4,G_plus_4
G.I.post.plus_5_2,965.8080104142663,10506.129340236375,53.967350066647015,G,I,post,plus,3,5,G_plus_5
G.I.post.plus_6_2,1497.5379810986415,18578.153199717224,51.90744423367663,G,I,post,plus,3,6,G_plus_6
G.I.post.plus_7_2,287.8500902308449,2982.035286961759,54.62731989662781,G,I,post,plus,3,7,G_plus_7
G.I.post.plus_8_2,2132.0613357724146,28814.986294400773,50.337516001752604,G,I,post,plus,2,8,G_plus_8
G.I.post.plus_9_2,428.9025421343663,4355.208354977238,54.507325382085845,G,I,post,plus,3,9,G_plus_9
G.I.post.plus_10_2,1184.6423705308716,13837.803055336708,52.59741269229292,G,I,post,plus,3,10,G_plus_10
G.I.post.plus_11_2,1241.0281401160582,14357.511122838216,53.177386179245744,G,I,post,plus,3,11,G_plus_11
G.I.post.plus_12_2,1979.3068691062174,24670.63781635449,51.09748126051838,G,I,post,plus,2,12,G_plus_12
G.I.post.plus_13_2,1625.6896934919678,20704.636932108944,51.01748491749039,G,I,post,plus,2,13,G_plus_13
G.I.post.plus_14_2,948.2493423628265,10393.268537664722,53.837356009226546,G,I,post,plus,3,14,G_plus_14
G.I.post.plus_15_2,2243.8697278594586,32947.58204564847,47.89762753939934,G,I,post,plus,1,15,G_plus_15
G.I.post.plus_16_2,3446.997485249598,50595.886893278315,47.85762936788536,G,I,post,plus,1,16,G_plus_16
G.I.post.plus_18_2,1313.9092702060204,15318.256008105816,52.60741223517142,G,I,post,plus,3,18,G_plus_18
G.I.post.plus_19_2,2567.1810400524814,37018.665351909505,48.17761473999725,G,I,post,plus,1,19,G_plus_19
G.I.post.plus_20_2,1990.1592647969296,24713.846703488896,51.217475775060336,G,I,post,plus,2,20,G_plus_20
G.I.post.plus_21_2,925.747211122804,9904.040394209193,53.61736606589962,G,I,post,plus,3,21,G_plus_21
G.I.post.plus_22_2,969.2115077553041,10285.78928640929,53.36737749393719,G,I,post,plus,3,22,G_plus_22
G.I.post.plus_24_2,1456.1767321063076,16078.659858119147,52.89739897864783,G,I,post,plus,3,24,G_plus_24
G.I.post.plus_25_2,441.81245221767705,5757.9761787304105,49.57755074298683,G,I,post,plus,3,25,G_plus_25
G.I.post.plus_27_2,1284.7440646428463,14146.201930909107,53.09738983621777,G,I,post,plus,3,27,G_plus_27
G.I.post.plus_28_2,2427.740537621652,28542.341362970845,51.887445147919635,G,I,post,plus,1,28,G_plus_28
G.I.post.plus_29_2,1510.8967472336558,17857.791930047442,51.92744331943363,G,I,post,plus,3,29,G_plus_29
G.I.post.plus_30_2,1919.2616388732304,23394.456891854956,51.6674552045927,G,I,post,plus,2,30,G_plus_30
G.I.post.plus_32_2,337.3824055980599,3303.8674272700814,54.74731441116977,G,I,post,plus,3,32,G_plus_32
G.I.post.plus_33_2,1678.1787711098502,19946.905083713707,52.02743874821859,G,I,post,plus,2,33,G_plus_33
G.I.post.plus_34_2,2466.897864515931,34950.00132545116,48.617594626651126,G,I,post,plus,1,34,G_plus_34
G.I.post.plus_35_2,1487.8829812193756,16064.089585288615,53.69736240892759,G,I,post,plus,3,35,G_plus_35
G.I.post.plus_36_2,1041.856591721388,11609.205568566475,53.52737017999314,G,I,post,plus,3,36,G_plus_36
G.I.post.plus_37_2,1846.4323331133482,23282.65536875268,51.30747166096681,G,I,post,plus,2,37,G_plus_37
G.I.post.plus_38_2,2609.6846308837607,35911.12317787417,49.617548914500816,G,I,post,plus,1,38,G_plus_38
G.I.post.plus_39_2,2139.0412225415457,25910.871494612107,51.89744469079813,G,I,post,plus,2,39,G_plus_39
G.I.post.plus_40_2,924.4734218959658,10793.146314084086,52.237429148667026,G,I,post,plus,3,40,G_plus_40
G.I.post.plus_41_2,1416.1786321796278,16376.995714661229,53.10738937909626,G,I,post,plus,3,41,G_plus_41
H.I.post.plus_2_2,182.08017581320922,1832.5345402701864,56.09725269976686,H,I,post,plus,3,2,H_plus_2
H.I.post.plus_3_2,475.0145583236711,4691.980499907483,54.76731349692677,H,I,post,plus,3,3,H_plus_3
H.I.post.plus_4_2,2616.997509213063,35893.90183097915,50.04752925827619,H,I,post,plus,1,4,H_plus_4
H.I.post.plus_6_2,1397.2476040265794,16408.429043979977,52.6474104066854,H,I,post,plus,3,6,H_plus_6
H.I.post.plus_7_2,3284.4277421107117,46347.84292599343,49.14757039921146,H,I,post,plus,1,7,H_plus_7
H.I.post.plus_8_2,2614.7340130883385,38069.745583070995,48.52759874074465,H,I,post,plus,1,8,H_plus_8
H.I.post.plus_9_2,333.2115289219382,3344.051294740863,55.60727509872052,H,I,post,plus,3,9,H_plus_9
H.I.post.plus_10_2,3281.1176158751305,37787.42328280829,52.6774090353209,H,I,post,plus,1,10,H_plus_10
H.I.post.plus_11_2,1570.4864047451763,18074.35219091716,52.72740674971338,H,I,post,plus,3,11,H_plus_11
H.I.post.plus_12_2,3101.6086994115026,42835.34428911027,49.18756857072545,H,I,post,plus,1,12,H_plus_12
H.I.post.plus_13_2,1429.8635507056433,15738.591399729106,53.14738755061026,H,I,post,plus,3,13,H_plus_13
H.I.post.plus_14_2,368.93457738223356,3799.8710922180267,55.337287441001095,H,I,post,plus,3,14,H_plus_14
H.I.post.plus_15_2,143.30570775198726,1584.284027054673,54.68731715389879,H,I,post,plus,3,15,H_plus_15
H.I.post.plus_16_2,593.6762429436756,6376.847673307074,54.29733498163741,H,I,post,plus,3,16,H_plus_16
H.I.post.plus_17_2,2863.4045668974295,37560.103927454424,50.337516001752604,H,I,post,plus,1,17,H_plus_17
H.I.post.plus_18_2,2097.9698839373955,25525.15726698392,51.43746571838727,H,I,post,plus,2,18,H_plus_18
H.I.post.plus_19_2,381.5322609467412,3728.1634751088955,55.26729064085161,H,I,post,plus,3,19,H_plus_19
H.I.post.plus_20_2,2269.985121761469,26483.05617437827,52.06743691973258,H,I,post,plus,2,20,H_plus_20
H.I.post.plus_21_2,2571.6034843916354,28138.919547276408,53.53736972287164,H,I,post,plus,1,21,H_plus_21
H.I.post.plus_22_2,4027.6357813074083,47276.10189145668,52.22742960578854,H,I,post,plus,1,22,H_plus_22
H.I.post.plus_23_2,1717.1559159376322,21751.628742937482,49.89753611509874,H,I,post,plus,2,23,H_plus_23
H.I.post.plus_24_2,1254.8829070271322,13657.315806633422,53.6673637802921,H,I,post,plus,3,24,H_plus_24
H.I.post.plus_25_2,1419.6319171252019,15135.946277958621,53.95735052376851,H,I,post,plus,3,25,H_plus_25
H.I.post.plus_26_2,2561.040008109597,32284.78064226309,51.267473489452826,H,I,post,plus,1,26,H_plus_26
H.I.post.plus_27_2,972.4228879540241,10539.983022004988,54.68731715389879,H,I,post,plus,3,27,H_plus_27
H.I.post.plus_28_2,2513.673960150298,34794.40436183503,49.3675603425384,H,I,post,plus,1,28,H_plus_28
A.NA.post.minus_6_1,1184.5667467605829,17068.552959119334,45.085303962831105,A,NA,post,minus,Untreated,6,A_minus_6
A.NA.post.minus_7_1,1080.5054369356058,20305.25121140845,40.30576122617736,A,NA,post,minus,Untreated,7,A_minus_7
A.NA.post.minus_12_1,2402.914326384523,39400.04589667375,41.17567800042186,A,NA,post,minus,Untreated,12,A_minus_12
A.NA.post.minus_13_1,851.1199542321848,17145.1207373958,38.18596402916774,A,NA,post,minus,Untreated,13,A_minus_13
A.NA.post.minus_16_1,3443.241921072239,58900.079583167055,40.585734440876735,A,NA,post,minus,Untreated,16,A_minus_16
A.NA.post.minus_17_1,2308.9621245958883,45622.08149669118,38.05597646520017,A,NA,post,minus,Untreated,17,A_minus_17
A.NA.post.minus_21_1,1937.247145238863,31777.917618665524,41.585638779088825,A,NA,post,minus,Untreated,21,A_minus_21
A.NA.post.minus_23_1,1549.654346447888,25582.181742129487,41.93560529746305,A,NA,post,minus,Untreated,23,A_minus_23
A.NA.post.minus_24_1,3150.038775505788,68348.50418392499,33.7963839844167,A,NA,post,minus,Untreated,24,A_minus_24
A.NA.post.minus_25_1,2303.2895645807507,45757.92356982294,38.01598029167168,A,NA,post,minus,Untreated,25,A_minus_25
A.NA.post.minus_26_1,3082.2932576315998,47692.22718298837,42.90551250552877,A,NA,post,minus,Untreated,26,A_minus_26
A.NA.post.minus_29_1,4477.353930402558,82633.32938517017,38.18596402916774,A,NA,post,minus,Untreated,29,A_minus_29
A.NA.post.minus_30_1,814.8341937564337,15132.983042916498,41.515645475413976,A,NA,post,minus,Untreated,30,A_minus_30
A.NA.post.minus_31_1,2969.2665296922182,48984.97722407086,40.67572583131582,A,NA,post,minus,Untreated,31,A_minus_31
A.NA.post.minus_32_1,2006.0377620782624,36772.28657005297,40.935700959250966,A,NA,post,minus,Untreated,32,A_minus_32
A.NA.post.minus_34_1,2039.2895190951829,32851.976167213776,42.545546943772415,A,NA,post,minus,Untreated,34,A_minus_34
A.NA.post.minus_36_1,2070.8737500498446,34272.269814682666,42.5855431173009,A,NA,post,minus,Untreated,36,A_minus_36
A.NA.post.minus_39_1,1445.4797962210064,25780.60594956313,41.26566939086095,A,NA,post,minus,Untreated,39,A_minus_39
A.NA.post.minus_40_1,1378.331294676954,29141.87545345095,37.426036732126555,A,NA,post,minus,Untreated,40,A_minus_40
A.NA.post.minus_43_1,1150.3622363227669,19950.544889826997,42.065592861430616,A,NA,post,minus,Untreated,43,A_minus_43
A.NA.post.minus_44_1,1738.838025699387,27938.89798148682,41.74562347320275,A,NA,post,minus,Untreated,44,A_minus_44
A.NA.post.minus_45_1,2240.1723207817636,36272.62128168395,42.72552972465059,A,NA,post,minus,Untreated,45,A_minus_45
A.NA.post.minus_46_1,3070.483690124233,63739.06760091684,36.55611995788205,A,NA,post,minus,Untreated,46,A_minus_46
A.NA.post.minus_47_1,1550.731057681114,30347.757832264797,40.3257593129416,A,NA,post,minus,Untreated,47,A_minus_47
A.NA.post.minus_48_1,3141.7752767329675,47834.01261410274,42.19558042539819,A,NA,post,minus,Untreated,48,A_minus_48
A.NA.post.minus_49_1,2695.9074324850226,55373.67594618723,36.10616300568661,A,NA,post,minus,Untreated,49,A_minus_49
A.NA.post.minus_50_1,2131.1666691525365,31396.091596631275,44.47536231652173,A,NA,post,minus,Untreated,50,A_minus_50
A.NA.post.minus_51_1,3029.9461255895667,40298.984949445156,46.15520160471804,A,NA,post,minus,Untreated,51,A_minus_51
A.NA.post.minus_53_1,1765.4008356902,24835.069178566875,44.79533170474961,A,NA,post,minus,Untreated,53,A_minus_53
A.NA.post.minus_54_1,2646.624331489232,43840.76713985582,42.41555937980485,A,NA,post,minus,Untreated,54,A_minus_54
A.NA.post.minus_59_1,1814.8952517263356,29755.65486581316,41.93560529746305,A,NA,post,minus,Untreated,59,A_minus_59
A.NA.post.minus_60_1,1738.5967934786636,35232.01863450215,39.365851148257995,A,NA,post,minus,Untreated,60,A_minus_60
A.NA.post.minus_62_1,2906.4981471206956,43390.60652330246,44.64534605401779,A,NA,post,minus,Untreated,62,A_minus_62
A.NA.post.minus_63_1,3449.8617970414743,83785.63722905013,33.716391637359735,A,NA,post,minus,Untreated,63,A_minus_63
A.NA.post.minus_64_1,1700.6352548215393,25727.975402944394,44.465363273139616,A,NA,post,minus,Untreated,64,A_minus_64
A.NA.post.minus_66_1,3822.030898987237,61545.556487897775,42.23557659892668,A,NA,post,minus,Untreated,66,A_minus_66
A.NA.post.minus_70_1,1923.6878135890938,34666.20619966549,39.67582149310375,A,NA,post,minus,Untreated,70,A_minus_70
A.NA.post.minus_71_1,3477.3017993099124,58849.178821128306,41.21567417395035,A,NA,post,minus,Untreated,71,A_minus_71
A.NA.post.minus_73_1,3018.6601005123734,55094.69145543497,40.07578322838857,A,NA,post,minus,Untreated,73,A_minus_73
A.NA.post.minus_74_1,1701.2078390531356,34756.708876733464,38.79590567547711,A,NA,post,minus,Untreated,74,A_minus_74
A.NA.post.minus_75_1,3707.631551845028,57936.10870989281,43.22548189375663,A,NA,post,minus,Untreated,75,A_minus_75
A.NA.post.minus_78_1,2418.4014036963868,36577.092203826884,43.71543501948055,A,NA,post,minus,Untreated,78,A_minus_78
A.NA.post.minus_79_1,1531.0894201060319,29634.294116578203,40.155775575445546,A,NA,post,minus,Untreated,79,A_minus_79
A.NA.post.minus_81_1,1466.756767488138,30362.520193922763,38.19596307254986,A,NA,post,minus,Untreated,81,A_minus_81
A.NA.post.minus_82_1,3033.612718282579,66177.32616665377,35.54621657628784,A,NA,post,minus,Untreated,82,A_minus_82
A.NA.post.minus_83_1,1269.2430088601698,23599.84868793945,41.44565217173913,A,NA,post,minus,Untreated,83,A_minus_83
A.NA.post.minus_85_1,2856.530132868854,43149.452018051335,43.48545702169178,A,NA,post,minus,Untreated,85,A_minus_85
A.NA.post.minus_86_1,3531.1736654737338,78363.22866881704,34.48631797778304,A,NA,post,minus,Untreated,86,A_minus_86
A.NA.post.minus_87_1,1640.7993712182283,22834.076695980544,45.32528100400201,A,NA,post,minus,Untreated,87,A_minus_87
A.NA.post.minus_88_1,1161.4139848535378,23234.535514457562,39.83580618721767,A,NA,post,minus,Untreated,88,A_minus_88
A.NA.post.minus_90_1,1951.948654317982,27696.13058801999,45.9952169106041,A,NA,post,minus,Untreated,90,A_minus_90
A.NA.post.minus_91_1,1493.388761073942,29320.74472960413,39.665822449721624,A,NA,post,minus,Untreated,91,A_minus_91
A.NA.post.minus_92_1,1204.2419831248758,24307.680416117102,39.10587602032286,A,NA,post,minus,Untreated,92,A_minus_92
A.NA.post.minus_94_1,2670.0123156995164,37741.32248879224,45.37527622091261,A,NA,post,minus,Untreated,94,A_minus_94
A.NA.post.minus_96_1,1387.9477643406472,28238.770174010417,39.145872193851346,A,NA,post,minus,Untreated,96,A_minus_96
A.NA.post.minus_102_1,1467.48932590455,19639.069347699722,46.405177689271056,A,NA,post,minus,Untreated,102,A_minus_102
A.NA.post.minus_103_1,1389.4736483748914,21776.597506724356,44.23538527535084,A,NA,post,minus,Untreated,103,A_minus_103
A.NA.post.minus_105_1,3476.0346085343363,52346.85889312402,44.49536040328598,A,NA,post,minus,Untreated,105,A_minus_105
A.NA.post.minus_108_1,2467.8405337821346,33410.84783670789,46.11520543118955,A,NA,post,minus,Untreated,108,A_minus_108
A.NA.post.minus_109_1,3201.6581348510795,52601.625914253724,42.5355479003903,A,NA,post,minus,Untreated,109,A_minus_109
A.NA.post.minus_110_1,1242.9642867675987,18182.143968045435,44.59535083710718,A,NA,post,minus,Untreated,110,A_minus_110
A.NA.post.minus_111_1,1546.048982322006,31418.935041433924,37.616018556386855,A,NA,post,minus,Untreated,111,A_minus_111
A.NA.post.minus_112_1,2909.527480754752,43171.72289226912,44.43536614299325,A,NA,post,minus,Untreated,112,A_minus_112
B.NA.post.minus_5_1,3868.9505050828852,61713.378440217246,43.675438845952065,B,NA,post,minus,Untreated,5,B_minus_5
B.NA.post.minus_6_1,4100.615097899381,69666.25149977292,41.535643562178215,B,NA,post,minus,Untreated,6,B_minus_6
B.NA.post.minus_7_1,3082.8261418636985,41306.28763476583,46.79514038117377,B,NA,post,minus,Untreated,7,B_minus_7
B.NA.post.minus_9_1,2947.2708217405598,38806.07239353464,46.99512124881618,B,NA,post,minus,Untreated,9,B_minus_9
B.NA.post.minus_10_1,5023.99298156065,97409.28508908667,38.98588749973741,B,NA,post,minus,Untreated,10,B_minus_10
B.NA.post.minus_12_1,2930.3510088649955,41969.55602240559,45.4152723944411,B,NA,post,minus,Untreated,12,B_minus_12
B.NA.post.minus_13_1,2771.2458819432245,40343.42902078478,45.105302049595345,B,NA,post,minus,Untreated,13,B_minus_13
B.NA.post.minus_15_1,3254.201513289065,49517.662099375746,44.45536422975749,B,NA,post,minus,Untreated,15,B_minus_15
B.NA.post.minus_17_1,3846.0816459383495,57697.651716254004,43.885418756976605,B,NA,post,minus,Untreated,17,B_minus_17
B.NA.post.minus_18_1,3967.0900904974715,67449.85578131683,41.9156072106988,B,NA,post,minus,Untreated,18,B_minus_18
B.NA.post.minus_20_1,2672.205565558705,36222.284161246425,46.125204474571674,B,NA,post,minus,Untreated,20,B_minus_20
B.NA.post.minus_22_1,3010.6610321812527,43098.57322652851,45.39527430767686,B,NA,post,minus,Untreated,22,B_minus_22
B.NA.post.minus_24_1,4034.6084975918952,60236.03290899503,43.70543597609843,B,NA,post,minus,Untreated,24,B_minus_24
B.NA.post.minus_25_1,3020.7217702884423,42251.89254449891,45.825233173108046,B,NA,post,minus,Untreated,25,B_minus_25
B.NA.post.minus_26_1,3376.6331362975775,52699.991907950454,43.425462761399054,B,NA,post,minus,Untreated,26,B_minus_26
B.NA.post.minus_29_1,2399.1583486276745,34627.21306431028,45.49526474149806,B,NA,post,minus,Untreated,29,B_minus_29
B.NA.post.minus_30_1,4281.214057701822,67585.11382498316,43.36546850110633,B,NA,post,minus,Untreated,30,B_minus_30
B.NA.post.minus_32_1,2825.8778450714367,39434.513095958144,45.11530109297747,B,NA,post,minus,Untreated,32,B_minus_32
B.NA.post.minus_33_1,4714.630729407686,93589.20809190348,38.43594011372076,B,NA,post,minus,Untreated,33,B_minus_33
B.NA.post.minus_34_1,2621.1897907288626,37716.22619713319,45.28528483047352,B,NA,post,minus,Untreated,34,B_minus_34
B.NA.post.minus_35_1,3497.828034886266,53308.41918533916,43.62544362904147,B,NA,post,minus,Untreated,35,B_minus_35
B.NA.post.minus_36_1,2527.5163297841746,35059.93942892845,45.915224563547135,B,NA,post,minus,Untreated,36,B_minus_36
B.NA.post.minus_37_1,2566.357402738581,35860.073681682166,45.97521882383986,B,NA,post,minus,Untreated,37,B_minus_37
B.NA.post.minus_38_1,2626.552359002248,39828.13805663641,44.39536996946477,B,NA,post,minus,Untreated,38,B_minus_38
B.NA.post.minus_39_1,2334.8330631654326,33523.65270862456,44.965315442245654,B,NA,post,minus,Untreated,39,B_minus_39
B.NA.post.minus_41_1,4208.375843629513,64489.72914749213,43.99540823417994,B,NA,post,minus,Untreated,41,B_minus_41
B.NA.post.minus_42_1,3953.62988915154,61138.816216876556,43.32547232757784,B,NA,post,minus,Untreated,42,B_minus_42
B.NA.post.minus_43_1,3267.3835159612886,46471.36044530583,44.97531448562778,B,NA,post,minus,Untreated,43,B_minus_43
B.NA.post.minus_44_1,2987.6025436752957,43862.92319498453,44.54535562019658,B,NA,post,minus,Untreated,44,B_minus_44
B.NA.post.minus_45_1,2430.47388127897,33021.65783239285,45.705244652522595,B,NA,post,minus,Untreated,45,B_minus_45
B.NA.post.minus_46_1,4227.723967188442,62928.43095603899,44.47536231652173,B,NA,post,minus,Untreated,46,B_minus_46
B.NA.post.minus_47_1,2349.5211330448205,33675.63461347667,44.37537188270053,B,NA,post,minus,Untreated,47,B_minus_47
B.NA.post.minus_48_1,4728.920904555387,91957.65506461174,39.03588271664801,B,NA,post,minus,Untreated,48,B_minus_48
B.NA.post.minus_49_1,2585.3880088009823,35782.45204516289,45.775237956197444,B,NA,post,minus,Untreated,49,B_minus_49
B.NA.post.minus_50_1,4225.785414162645,71418.16113895855,41.0456904364543,B,NA,post,minus,Untreated,50,B_minus_50
