colony.label,r,cs,toa,line,experiment,time.point,treatment,Cluster,colony,strain
B.NA.post.minus_52_1,4289.83268143819,65175.66819399867,43.85542162683024,B,NA,post,minus,Untreated,52,B_minus_52
B.NA.post.minus_53_1,3457.434236289689,48651.13113021153,45.295283873855645,B,NA,post,minus,Untreated,53,B_minus_53
B.NA.post.minus_55_1,2570.229874033419,34847.414714013554,45.55525900179078,B,NA,post,minus,Untreated,55,B_minus_55
B.NA.post.minus_57_1,2337.2348354653195,35229.14361718224,43.69543693271631,B,NA,post,minus,Untreated,57,B_minus_57
B.NA.post.minus_58_1,2688.49784040132,39252.8222029509,45.13529917974171,B,NA,post,minus,Untreated,58,B_minus_58
B.NA.post.minus_59_1,2636.6312880934793,40114.75794065967,44.28538049226144,B,NA,post,minus,Untreated,59,B_minus_59
B.NA.post.minus_60_1,2791.8701819703833,44964.49298313713,42.5355479003903,B,NA,post,minus,Untreated,60,B_minus_60
B.NA.post.minus_61_1,3253.6538351025524,51218.3324460775,43.495456065073896,B,NA,post,minus,Untreated,61,B_minus_61
B.NA.post.minus_62_1,1936.0736223399538,26282.38320305303,45.51526282826231,B,NA,post,minus,Untreated,62,B_minus_62
B.NA.post.minus_63_1,2217.41205860807,31796.806896211227,44.63534701063567,B,NA,post,minus,Untreated,63,B_minus_63
B.NA.post.minus_65_1,5006.5068661366295,83741.65326726875,41.9156072106988,B,NA,post,minus,Untreated,65,B_minus_65
B.NA.post.minus_66_1,2517.0564704798767,36860.22913599514,44.415368056229006,B,NA,post,minus,Untreated,66,B_minus_66
B.NA.post.minus_67_1,4900.811669214802,90995.1282365979,39.895800447510396,B,NA,post,minus,Untreated,67,B_minus_67
B.NA.post.minus_68_1,2132.3377769546705,31847.604247058698,44.15539292829387,B,NA,post,minus,Untreated,68,B_minus_68
B.NA.post.minus_69_1,2551.1708191035996,37271.56273026918,44.80533074813172,B,NA,post,minus,Untreated,69,B_minus_69
B.NA.post.minus_70_1,3090.4704281395925,44969.716993472684,44.51535849005022,B,NA,post,minus,Untreated,70,B_minus_70
B.NA.post.minus_71_1,4067.943071498461,56320.3730433466,45.73524178266896,B,NA,post,minus,Untreated,71,B_minus_71
B.NA.post.minus_73_1,1856.849531793766,26720.618041234575,44.35537379593628,B,NA,post,minus,Untreated,73,B_minus_73
B.NA.post.minus_74_1,2331.8352711160896,31548.25769337346,45.705244652522595,B,NA,post,minus,Untreated,74,B_minus_74
B.NA.post.minus_76_1,3047.143323463288,48321.261294916876,42.91551154891089,B,NA,post,minus,Untreated,76,B_minus_76
B.NA.post.minus_77_1,1826.5702446853584,26246.675822693924,44.73533744445688,B,NA,post,minus,Untreated,77,B_minus_77
B.NA.post.minus_78_1,2009.8732080431716,28198.294140509275,45.23528961356292,B,NA,post,minus,Untreated,78,B_minus_78
B.NA.post.minus_79_1,2080.4074867218915,29340.43560587582,45.35527813414837,B,NA,post,minus,Untreated,79,B_minus_79
B.NA.post.minus_80_1,2070.1560936378028,29311.105882557575,45.49526474149806,B,NA,post,minus,Untreated,80,B_minus_80
B.NA.post.minus_81_1,2001.4734414711115,28626.01315847362,44.73533744445688,B,NA,post,minus,Untreated,81,B_minus_81
B.NA.post.minus_82_1,2485.557294882486,34628.64270177147,45.615253262083506,B,NA,post,minus,Untreated,82,B_minus_82
B.NA.post.minus_83_1,2713.7315042240834,38437.63164838767,45.73524178266896,B,NA,post,minus,Untreated,83,B_minus_83
B.NA.post.minus_86_1,2074.6511365459473,31867.715910248742,43.455459891545416,B,NA,post,minus,Untreated,86,B_minus_86
B.NA.post.minus_87_1,2481.5883079314376,35182.63016001325,44.485361359903855,B,NA,post,minus,Untreated,87,B_minus_87
B.NA.post.minus_88_1,4007.1392331306342,68030.31535991987,41.43565312835701,B,NA,post,minus,Untreated,88,B_minus_88
B.NA.post.minus_89_1,2236.3737530050157,31465.365095214835,45.0353087459205,B,NA,post,minus,Untreated,89,B_minus_89
B.NA.post.minus_90_1,1910.1967969662355,28022.58232250358,44.32537666578992,B,NA,post,minus,Untreated,90,B_minus_90
B.NA.post.minus_92_1,2982.522000079985,52554.945638665005,40.705722961462186,B,NA,post,minus,Untreated,92,B_minus_92
B.NA.post.minus_93_1,2177.549726377759,34021.37948426002,42.36556416289424,B,NA,post,minus,Untreated,93,B_minus_93
B.NA.post.minus_94_1,1838.5651562888693,26863.176816572493,44.79533170474961,B,NA,post,minus,Untreated,94,B_minus_94
B.NA.post.minus_95_1,2237.736765243903,32939.47787646452,44.2153871885866,B,NA,post,minus,Untreated,95,B_minus_95
B.NA.post.minus_96_1,4007.735809498657,63712.7089343301,43.29547519743148,B,NA,post,minus,Untreated,96,B_minus_96
B.NA.post.minus_97_1,2669.5575539739957,42164.33074619921,42.225577555544554,B,NA,post,minus,Untreated,97,B_minus_97
B.NA.post.minus_98_1,2526.44072654571,38631.8471414051,43.22548189375663,B,NA,post,minus,Untreated,98,B_minus_98
B.NA.post.minus_99_1,2475.2253466249776,37168.87716725391,44.01540632094418,B,NA,post,minus,Untreated,99,B_minus_99
B.NA.post.minus_100_1,1995.7817207257021,31347.073570358432,42.85551728861817,B,NA,post,minus,Untreated,100,B_minus_100
B.NA.post.minus_102_1,1961.1720244144842,30744.37735649034,42.545546943772415,B,NA,post,minus,Untreated,102,B_minus_102
B.NA.post.minus_103_1,3064.0244209389252,54710.77395877608,40.21576983573827,B,NA,post,minus,Untreated,103,B_minus_103
B.NA.post.minus_104_1,2563.5847555252735,36943.56573937881,45.16529630988807,B,NA,post,minus,Untreated,104,B_minus_104
B.NA.post.minus_107_1,2166.772996535651,31688.463908476875,44.79533170474961,B,NA,post,minus,Untreated,107,B_minus_107
B.NA.post.minus_109_1,2537.1552193595353,36706.35270895563,44.85532596504233,B,NA,post,minus,Untreated,109,B_minus_109
B.NA.post.minus_110_1,2469.315005860644,34708.29619014744,45.83523221649017,B,NA,post,minus,Untreated,110,B_minus_110
B.NA.post.minus_111_1,5208.991911084041,94322.52067105328,40.74571913499067,B,NA,post,minus,Untreated,111,B_minus_111
B.NA.post.minus_112_1,2123.9083458670507,34196.003129717545,41.705627299674276,B,NA,post,minus,Untreated,112,B_minus_112
B.NA.post.minus_114_1,2455.877765167684,38060.51770749521,43.69543693271631,B,NA,post,minus,Untreated,114,B_minus_114
B.NA.post.minus_115_1,2400.903122578126,34796.66117234011,45.42527143782322,B,NA,post,minus,Untreated,115,B_minus_115
B.NA.post.minus_116_1,1715.1741933064422,28596.835993637163,41.585638779088825,B,NA,post,minus,Untreated,116,B_minus_116
B.NA.post.minus_117_1,2995.0017293503015,50237.67853613175,41.69562825629215,B,NA,post,minus,Untreated,117,B_minus_117
B.NA.post.minus_118_1,2742.55987867372,43158.06339818386,43.005502939349974,B,NA,post,minus,Untreated,118,B_minus_118
B.NA.post.minus_119_1,1906.5937495809221,28711.929173830653,43.40546467463481,B,NA,post,minus,Untreated,119,B_minus_119
B.NA.post.minus_120_1,2379.036855021759,36300.28606904604,44.28538049226144,B,NA,post,minus,Untreated,120,B_minus_120
B.NA.post.minus_121_1,1674.6592575603654,25304.372327632915,43.165487633463904,B,NA,post,minus,Untreated,121,B_minus_121
B.NA.post.minus_122_1,2292.8424665869957,32226.610423698192,45.74524082605108,B,NA,post,minus,Untreated,122,B_minus_122
B.NA.post.minus_123_1,2155.666830103192,32251.466694884886,44.51535849005022,B,NA,post,minus,Untreated,123,B_minus_123
B.NA.post.minus_124_1,1973.8304192053538,28523.298216684136,44.345374752554164,B,NA,post,minus,Untreated,124,B_minus_124
B.NA.post.minus_126_1,2263.923367305759,37006.27147001438,41.59563782247094,B,NA,post,minus,Untreated,126,B_minus_126
B.NA.post.minus_128_1,2675.4538697865373,40562.048060968875,43.69543693271631,B,NA,post,minus,Untreated,128,B_minus_128
B.NA.post.minus_130_1,2270.428886885022,34478.922280164625,43.885418756976605,B,NA,post,minus,Untreated,130,B_minus_130
C.NA.post.minus_9_1,2853.5005181663223,48542.445279787404,43.62544362904147,C,NA,post,minus,Untreated,9,C_minus_9
C.NA.post.minus_11_1,1886.175151703905,35508.11111045174,42.5355479003903,C,NA,post,minus,Untreated,11,C_minus_11
C.NA.post.minus_15_1,2463.6889186409585,40415.97908272462,45.16529630988807,C,NA,post,minus,Untreated,15,C_minus_15
C.NA.post.minus_16_1,2292.9309084913575,37811.45882991767,43.845422583448126,C,NA,post,minus,Untreated,16,C_minus_16
C.NA.post.minus_17_1,2971.4833968627886,53951.80631872789,42.78552398494332,C,NA,post,minus,Untreated,17,C_minus_17
C.NA.post.minus_19_1,1726.2155615732052,31698.14016299621,43.0654971996427,C,NA,post,minus,Untreated,19,C_minus_19
C.NA.post.minus_20_1,3408.0424483750735,74834.93026346977,36.21615248288994,C,NA,post,minus,Untreated,20,C_minus_20
C.NA.post.minus_22_1,4793.148669646946,102168.98310495193,38.835901849005594,C,NA,post,minus,Untreated,22,C_minus_22
C.NA.post.minus_25_1,3276.214938745728,53876.67483591946,43.91541588712297,C,NA,post,minus,Untreated,25,C_minus_25
C.NA.post.minus_26_1,3780.572101384294,65804.31677450065,43.27547711066724,C,NA,post,minus,Untreated,26,C_minus_26
C.NA.post.minus_30_1,3508.390221409713,68720.34763956115,41.165678957039745,C,NA,post,minus,Untreated,30,C_minus_30
C.NA.post.minus_31_1,2881.569858588462,47693.86442566012,44.3153776224078,C,NA,post,minus,Untreated,31,C_minus_31
C.NA.post.minus_34_1,2866.5104790116475,48622.31556602326,43.71543501948055,C,NA,post,minus,Untreated,34,C_minus_34
C.NA.post.minus_36_1,2555.750504793483,44164.009742544746,42.74552781141484,C,NA,post,minus,Untreated,36,C_minus_36
C.NA.post.minus_37_1,2729.130996012868,54658.91013696515,40.3257593129416,C,NA,post,minus,Untreated,37,C_minus_37
C.NA.post.minus_38_1,1333.1902030299275,21633.61653557614,44.345374752554164,C,NA,post,minus,Untreated,38,C_minus_38
C.NA.post.minus_39_1,2206.824588113943,36166.76862055566,43.99540823417994,C,NA,post,minus,Untreated,39,C_minus_39
C.NA.post.minus_40_1,4230.415569734522,76521.78094795515,42.31556894598364,C,NA,post,minus,Untreated,40,C_minus_40
C.NA.post.minus_41_1,3025.0246463130966,49174.69521433005,44.745336487839,C,NA,post,minus,Untreated,41,C_minus_41
C.NA.post.minus_42_1,1556.4647194070988,27783.598921566972,42.545546943772415,C,NA,post,minus,Untreated,42,C_minus_42
C.NA.post.minus_44_1,1537.1561791400247,28856.05430764948,42.37556320627636,C,NA,post,minus,Untreated,44,C_minus_44
C.NA.post.minus_45_1,2276.9680263537384,34305.88141583004,46.37518055912469,C,NA,post,minus,Untreated,45,C_minus_45
C.NA.post.minus_46_1,1093.7042642262188,18537.829543440203,43.22548189375663,C,NA,post,minus,Untreated,46,C_minus_46
C.NA.post.minus_47_1,3451.1585392822426,66233.42029627685,41.115683740129136,C,NA,post,minus,Untreated,47,C_minus_47
C.NA.post.minus_49_1,5110.1792967803885,89880.46389137888,41.95560338422729,C,NA,post,minus,Untreated,49,C_minus_49
C.NA.post.minus_50_1,2969.0625008273128,59544.718753337584,40.775716265137035,C,NA,post,minus,Untreated,50,C_minus_50
C.NA.post.minus_51_1,3667.1442053650585,63993.01774652536,43.475457978309656,C,NA,post,minus,Untreated,51,C_minus_51
C.NA.post.minus_53_1,2023.1064656802662,32052.7764245122,45.04530778930262,C,NA,post,minus,Untreated,53,C_minus_53
C.NA.post.minus_58_1,1691.6121913744803,29627.955349738,42.85551728861817,C,NA,post,minus,Untreated,58,C_minus_58
C.NA.post.minus_59_1,1729.6544771543186,26887.06786325565,44.40536901284689,C,NA,post,minus,Untreated,59,C_minus_59
C.NA.post.minus_60_1,3309.0409303118936,59307.22675104831,42.91551154891089,C,NA,post,minus,Untreated,60,C_minus_60
C.NA.post.minus_61_1,5073.523226250988,122125.49247649292,34.28633711014062,C,NA,post,minus,Untreated,61,C_minus_61
C.NA.post.minus_63_1,3360.9847150102414,68690.54262061526,38.68591619827378,C,NA,post,minus,Untreated,63,C_minus_63
C.NA.post.minus_64_1,4269.487504783383,73590.52849437391,43.01550198273209,C,NA,post,minus,Untreated,64,C_minus_64
C.NA.post.minus_65_1,3052.172716433767,50271.34472020233,44.65534509739991,C,NA,post,minus,Untreated,65,C_minus_65
C.NA.post.minus_66_1,2296.522289269096,37564.55321708871,43.285476154049356,C,NA,post,minus,Untreated,66,C_minus_66
C.NA.post.minus_67_1,1531.9574680268659,25417.176924317027,43.57544841213087,C,NA,post,minus,Untreated,67,C_minus_67
C.NA.post.minus_68_1,3668.3555924431703,57022.17552561221,45.44526952458746,C,NA,post,minus,Untreated,68,C_minus_68
C.NA.post.minus_69_1,2488.709049051745,43471.31273002004,43.39546563125269,C,NA,post,minus,Untreated,69,C_minus_69
C.NA.post.minus_70_1,2003.0332791248302,34893.572284230024,43.27547711066724,C,NA,post,minus,Untreated,70,C_minus_70
C.NA.post.minus_73_1,1268.2424961531422,20117.94484262844,43.635442672423586,C,NA,post,minus,Untreated,73,C_minus_73
C.NA.post.minus_75_1,4376.125637824831,68767.76361713972,44.79533170474961,C,NA,post,minus,Untreated,75,C_minus_75
C.NA.post.minus_76_1,2713.2114685605875,47701.67372391206,43.075496243024816,C,NA,post,minus,Untreated,76,C_minus_76
C.NA.post.minus_77_1,2293.313714640229,41966.96297277681,40.3257593129416,C,NA,post,minus,Untreated,77,C_minus_77
C.NA.post.minus_83_1,2812.6345281696476,48859.229433568624,43.375467544488444,C,NA,post,minus,Untreated,83,C_minus_83
C.NA.post.minus_86_1,3628.4539660065457,62746.73538411611,43.285476154049356,C,NA,post,minus,Untreated,86,C_minus_86
C.NA.post.minus_87_1,2405.6428055117804,39185.230694081736,43.82542449668388,C,NA,post,minus,Untreated,87,C_minus_87
C.NA.post.minus_88_1,2090.7439478217225,34019.53420761168,44.08539962461903,C,NA,post,minus,Untreated,88,C_minus_88
C.NA.post.minus_92_1,1519.3101724134974,29838.475271856354,39.155871237233455,C,NA,post,minus,Untreated,92,C_minus_92
C.NA.post.minus_93_1,1760.0266828861938,30485.501631966257,43.32547232757784,C,NA,post,minus,Untreated,93,C_minus_93
C.NA.post.minus_94_1,4913.863178934704,83706.26335783691,43.44546084816329,C,NA,post,minus,Untreated,94,C_minus_94
C.NA.post.minus_97_1,2343.062975632476,41967.22807188066,42.91551154891089,C,NA,post,minus,Untreated,97,C_minus_97
C.NA.post.minus_101_1,1905.0713150349354,33019.15211734751,42.30556990260152,C,NA,post,minus,Untreated,101,C_minus_101
C.NA.post.minus_104_1,3379.9261626402567,56751.93949195122,44.54535562019658,C,NA,post,minus,Untreated,104,C_minus_104
C.NA.post.minus_105_1,1727.742282040316,27522.789051193573,44.72533840107476,C,NA,post,minus,Untreated,105,C_minus_105
C.NA.post.minus_106_1,3394.263525090274,62984.09745951051,41.605636865853064,C,NA,post,minus,Untreated,106,C_minus_106
C.NA.post.minus_107_1,1756.2306059697419,30179.00125857437,42.70553163788635,C,NA,post,minus,Untreated,107,C_minus_107
C.NA.post.minus_108_1,4591.752172702563,80726.225813221,42.85551728861817,C,NA,post,minus,Untreated,108,C_minus_108
C.NA.post.minus_111_1,2596.1499176919574,39249.078911879005,46.09520734442531,C,NA,post,minus,Untreated,111,C_minus_111
C.NA.post.minus_113_1,1580.1886500172045,30483.21236461244,40.71572200484431,C,NA,post,minus,Untreated,113,C_minus_113
C.NA.post.minus_114_1,1319.5266280587496,20953.265868514573,44.345374752554164,C,NA,post,minus,Untreated,114,C_minus_114
C.NA.post.minus_119_1,1411.667892328836,23912.92020105063,43.90541684374085,C,NA,post,minus,Untreated,119,C_minus_119
C.NA.post.minus_120_1,3952.6245922794697,66264.96488127756,44.00540727756206,C,NA,post,minus,Untreated,120,C_minus_120
C.NA.post.minus_121_1,1652.3444115652592,26707.180110173744,44.2153871885866,C,NA,post,minus,Untreated,121,C_minus_121
C.NA.post.minus_124_1,1403.9372625485773,22073.43702594497,44.68534222754627,C,NA,post,minus,Untreated,124,C_minus_124
C.NA.post.minus_127_1,1602.937257893828,28693.24902975942,42.325567989365766,C,NA,post,minus,Untreated,127,C_minus_127
C.NA.post.minus_128_1,2794.6859760518573,44474.25321050441,45.315281960619885,C,NA,post,minus,Untreated,128,C_minus_128
C.NA.post.minus_129_1,3506.4440809837056,57875.642628513284,44.30537857902568,C,NA,post,minus,Untreated,129,C_minus_129
C.NA.post.minus_132_1,2841.666163113531,45179.268371353755,45.365277177530494,C,NA,post,minus,Untreated,132,C_minus_132
A.I.pre.minus_1_2,4902.039232719227,91609.37193924283,43.8078099971513,A,I,pre,minus,Untreated,1,A_minus_1
A.I.pre.minus_3_2,2408.1253524564213,37245.01938721046,47.5976363909853,A,I,pre,minus,Untreated,3,A_minus_3
A.I.pre.minus_5_2,1804.6691200018324,29279.390116847175,46.46768815219046,A,I,pre,minus,Untreated,5,A_minus_5
A.I.pre.minus_6_2,5297.651628418112,84253.22881599594,47.05766112642848,A,I,pre,minus,Untreated,6,A_minus_6
A.I.pre.minus_7_2,3587.947736559207,60212.74314089095,44.97775640369108,A,I,pre,minus,Untreated,7,A_minus_7
A.I.pre.minus_8_2,2631.3917091309622,36740.70323310781,49.99752645568229,A,I,pre,minus,Untreated,8,A_minus_8
A.I.pre.minus_9_2,3272.136688821923,48649.22332185719,48.8775777588237,A,I,pre,minus,Untreated,9,A_minus_9
A.I.pre.minus_10_2,4941.438209659665,76648.14237141043,47.82762585551876,A,I,pre,minus,Untreated,10,A_minus_10
A.I.pre.minus_11_2,2345.9694529685294,35500.23147538121,47.9976180684348,A,I,pre,minus,Untreated,11,A_minus_11
A.I.pre.minus_12_2,3843.2867772495815,57237.32752648618,48.91757592656865,A,I,pre,minus,Untreated,12,A_minus_12
A.I.pre.minus_13_2,3489.2899364812088,54180.21256114544,47.66763318453896,A,I,pre,minus,Untreated,13,A_minus_13
A.I.pre.minus_14_2,3077.999864520673,44776.91428438173,48.75758325558885,A,I,pre,minus,Untreated,14,A_minus_14
A.I.pre.minus_15_2,3052.3660384681903,46209.35435305449,48.06761486198846,A,I,pre,minus,Untreated,15,A_minus_15
A.I.pre.minus_16_2,4950.171875969401,75166.42537654763,48.49759516524667,A,I,pre,minus,Untreated,16,A_minus_16
A.I.pre.minus_17_2,5338.255766491965,83121.53436159847,47.34764784257936,A,I,pre,minus,Untreated,17,A_minus_17
A.I.pre.minus_18_2,5306.619429108087,79524.89310479094,48.73758417171637,A,I,pre,minus,Untreated,18,A_minus_18
A.I.pre.minus_19_2,5003.26902971419,75546.65939677776,48.8775777588237,A,I,pre,minus,Untreated,19,A_minus_19
A.I.pre.minus_20_2,3190.2089680759595,46920.806781625615,48.64758829429024,A,I,pre,minus,Untreated,20,A_minus_20
A.I.pre.minus_21_2,4155.765842147472,75096.54844218501,44.87776098432871,A,I,pre,minus,Untreated,21,A_minus_21
A.I.pre.minus_22_2,4770.755206583121,73963.19295327782,47.34764784257936,A,I,pre,minus,Untreated,22,A_minus_22
A.I.pre.minus_23_2,4341.674291063763,61891.60492399431,49.22756172659201,A,I,pre,minus,Untreated,23,A_minus_23
A.I.pre.minus_24_2,3819.7901737614657,57957.07360856247,47.877623565199954,A,I,pre,minus,Untreated,24,A_minus_24
A.I.pre.minus_25_2,2573.655236242136,37869.02834187054,48.27760524264945,A,I,pre,minus,Untreated,25,A_minus_25
A.I.pre.minus_26_2,3488.6788027057564,49883.320489665406,49.19756310078329,A,I,pre,minus,Untreated,26,A_minus_26
A.I.pre.minus_27_2,4208.899653070509,60472.91333888789,49.39755393950805,A,I,pre,minus,Untreated,27,A_minus_27
A.I.pre.minus_28_2,3904.370795598039,57268.94160887149,48.387600203948054,A,I,pre,minus,Untreated,28,A_minus_28
A.I.pre.minus_30_2,5079.20294801679,71955.15412222999,49.18756355884705,A,I,pre,minus,Untreated,30,A_minus_30
A.I.pre.minus_31_2,5016.371600855114,74606.40326828163,48.29760432652193,A,I,pre,minus,Untreated,31,A_minus_31
A.I.pre.minus_32_2,5590.317787086759,79630.96602180439,49.25756035240072,A,I,pre,minus,Untreated,32,A_minus_32
A.I.pre.minus_33_2,4463.803309962841,63981.53237371854,49.19756310078329,A,I,pre,minus,Untreated,33,A_minus_33
A.I.pre.minus_34_2,4617.666059960755,79542.12343995993,44.6877696875402,A,I,pre,minus,Untreated,34,A_minus_34
A.I.pre.minus_35_2,3664.058189757503,55974.0213533062,48.107613029733415,A,I,pre,minus,Untreated,35,A_minus_35
A.I.pre.minus_36_2,2999.394525696115,47151.05127267326,46.27769685540195,A,I,pre,minus,Untreated,36,A_minus_36
A.I.pre.minus_37_2,3498.897108531813,50047.23185671513,49.31755760401815,A,I,pre,minus,Untreated,37,A_minus_37
A.I.pre.minus_38_2,3931.6439266449343,63449.26738218151,46.24769822959325,A,I,pre,minus,Untreated,38,A_minus_38
A.I.pre.minus_39_2,4417.137243732744,64739.167997178956,49.057569513675965,A,I,pre,minus,Untreated,39,A_minus_39
A.I.pre.minus_41_2,4510.640449148,83274.71106962484,43.46782557131923,A,I,pre,minus,Untreated,41,A_minus_41
A.I.pre.minus_42_2,3718.7442708968833,57323.17364209815,48.17760982328707,A,I,pre,minus,Untreated,42,A_minus_42
A.I.pre.minus_43_2,4575.786971296515,68146.43801029658,48.91757592656865,A,I,pre,minus,Untreated,43,A_minus_43
A.I.pre.minus_45_2,3205.2324256080774,59480.39767544499,43.767811829406355,A,I,pre,minus,Untreated,45,A_minus_45
B.I.pre.minus_7_2,3472.5535026976218,51060.82265841941,49.04756997173973,B,I,pre,minus,Untreated,7,B_minus_7
B.I.pre.minus_8_2,4384.439651553845,70922.88462023884,45.60772754567405,B,I,pre,minus,Untreated,8,B_minus_8
B.I.pre.minus_9_2,2171.995200577772,33861.257009587236,47.1176583780459,B,I,pre,minus,Untreated,9,B_minus_9
B.I.pre.minus_10_2,4233.480597207857,63720.73085423214,47.5176400554954,B,I,pre,minus,Untreated,10,B_minus_10
B.I.pre.minus_11_2,2521.1512560896044,37602.999031624386,47.50764051355916,B,I,pre,minus,Untreated,11,B_minus_11
B.I.pre.minus_12_2,4366.542610833719,67633.71994655606,46.91766753932116,B,I,pre,minus,Untreated,12,B_minus_12
B.I.pre.minus_13_2,4211.40191442657,65566.46269405614,46.977664790938576,B,I,pre,minus,Untreated,13,B_minus_13
B.I.pre.minus_14_2,3121.51113863404,53310.60739566543,44.19779213266456,B,I,pre,minus,Untreated,14,B_minus_14
B.I.pre.minus_15_2,5313.2120955067385,74040.26842040973,49.51754844274289,B,I,pre,minus,Untreated,15,B_minus_15
B.I.pre.minus_17_2,3096.6509327868353,48201.31554971679,46.10770464248592,B,I,pre,minus,Untreated,17,B_minus_17
B.I.pre.minus_18_2,4576.016533233037,66525.95149980806,47.897622649072424,B,I,pre,minus,Untreated,18,B_minus_18
B.I.pre.minus_19_2,3649.6666036648253,62833.483365801905,44.2077916746008,B,I,pre,minus,Untreated,19,B_minus_19
B.I.pre.minus_20_2,4128.472287950862,64843.80361615133,45.67772433922771,B,I,pre,minus,Untreated,20,B_minus_20
B.I.pre.minus_21_2,2832.97387538014,40287.59976139226,47.9176217329449,B,I,pre,minus,Untreated,21,B_minus_21
B.I.pre.minus_22_2,2451.3054241948175,34134.343056052865,47.807626771646284,B,I,pre,minus,Untreated,22,B_minus_22
B.I.pre.minus_23_2,5095.893241093573,71757.25306311132,48.50759470718291,B,I,pre,minus,Untreated,23,B_minus_23
B.I.pre.minus_24_2,4355.205947585469,61353.25865191525,48.54759287492786,B,I,pre,minus,Untreated,24,B_minus_24
B.I.pre.minus_25_2,4427.549952481913,68890.38697005663,46.46768815219046,B,I,pre,minus,Untreated,25,B_minus_25
B.I.pre.minus_26_2,4130.730156527417,61616.011929451764,47.38764601032432,B,I,pre,minus,Untreated,26,B_minus_26
B.I.pre.minus_27_2,4136.232068318603,71344.47676557193,44.95775731981861,B,I,pre,minus,Untreated,27,B_minus_27
B.I.pre.minus_28_2,4103.371119219779,59053.14411458708,48.327602952330636,B,I,pre,minus,Untreated,28,B_minus_28
B.I.pre.minus_29_2,3264.2910222461906,50225.2023905449,46.51768586187165,B,I,pre,minus,Untreated,29,B_minus_29
B.I.pre.minus_31_2,2435.78817105035,34057.81921566533,48.84757913301498,B,I,pre,minus,Untreated,31,B_minus_31
B.I.pre.minus_32_2,4511.128519708341,68997.36046660988,47.867624023263716,B,I,pre,minus,Untreated,32,B_minus_32
B.I.pre.minus_33_2,4796.980386894756,71513.86577609349,47.437643720005504,B,I,pre,minus,Untreated,33,B_minus_33
B.I.pre.minus_35_2,4257.472754587329,65009.97245821433,47.71763089422016,B,I,pre,minus,Untreated,35,B_minus_35
B.I.pre.minus_36_2,2933.897733655385,44227.90687746327,47.66763318453896,B,I,pre,minus,Untreated,36,B_minus_36
B.I.pre.minus_37_2,4330.222949130132,65129.52828101768,47.82762585551876,B,I,pre,minus,Untreated,37,B_minus_37
B.I.pre.minus_38_2,3977.1106648857094,60167.45555757624,48.08761394586094,B,I,pre,minus,Untreated,38,B_minus_38
B.I.pre.minus_39_2,3687.0097283633677,57995.41906232998,46.287696397338195,B,I,pre,minus,Untreated,39,B_minus_39
B.I.pre.minus_40_2,3273.211710923563,53871.09222164288,45.28774220371445,B,I,pre,minus,Untreated,40,B_minus_40
B.I.pre.minus_41_2,3607.4222501951303,54650.420578750476,47.18765517159956,B,I,pre,minus,Untreated,41,B_minus_41
B.I.pre.minus_43_2,4155.85800384766,61156.56859275631,48.67758692009895,B,I,pre,minus,Untreated,43,B_minus_43
B.I.pre.minus_44_2,4349.158018875154,79675.85977415479,43.33783152614814,B,I,pre,minus,Untreated,44,B_minus_44
B.I.pre.minus_45_2,4436.39584708369,66819.65100239114,48.05761532005223,B,I,pre,minus,Untreated,45,B_minus_45
C.I.pre.minus_1_2,4591.830105527141,78408.15074080281,45.29774174565068,C,I,pre,minus,Untreated,1,C_minus_1
C.I.pre.minus_4_2,4190.149597791593,59093.85966680272,49.627543404041504,C,I,pre,minus,Untreated,4,C_minus_4
C.I.pre.minus_5_2,3396.032809868275,49514.00626242291,47.61763547485777,C,I,pre,minus,Untreated,5,C_minus_5
C.I.pre.minus_6_2,3137.5099387600335,45407.524966365025,48.59759058460905,C,I,pre,minus,Untreated,6,C_minus_6
C.I.pre.minus_7_2,5988.951012589846,93405.06362370211,46.29769593927443,C,I,pre,minus,Untreated,7,C_minus_7
C.I.pre.minus_8_2,5003.908410482329,68791.83022608425,50.33751088151436,C,I,pre,minus,Untreated,8,C_minus_8
C.I.pre.minus_9_2,2764.482975852207,35006.44563981409,50.75749164283634,C,I,pre,minus,Untreated,9,C_minus_9
C.I.pre.minus_10_2,3936.3077788364712,58886.758172908456,47.71763089422016,C,I,pre,minus,Untreated,10,C_minus_10
C.I.pre.minus_11_2,5918.517042384228,90924.3769522916,47.70763135228391,C,I,pre,minus,Untreated,11,C_minus_11
C.I.pre.minus_12_2,4211.635929914895,57370.18874892685,49.30755806208191,C,I,pre,minus,Untreated,12,C_minus_12
C.I.pre.minus_13_2,4481.150166594287,60727.26232167034,49.89753103631992,C,I,pre,minus,Untreated,13,C_minus_13
C.I.pre.minus_14_2,5470.883423555199,78032.71750108764,49.49754935887042,C,I,pre,minus,Untreated,14,C_minus_14
C.I.pre.minus_16_2,4267.561271120921,55820.04212923462,49.597544778232795,C,I,pre,minus,Untreated,16,C_minus_16
C.I.pre.minus_17_2,3803.8780248677363,51695.412119138884,48.48759562331044,C,I,pre,minus,Untreated,17,C_minus_17
C.I.pre.minus_18_2,3680.3354200110225,52664.948200763094,48.16761028135084,C,I,pre,minus,Untreated,18,C_minus_18
C.I.pre.minus_20_2,2956.861732636886,39386.79078096109,50.43750630087674,C,I,pre,minus,Untreated,20,C_minus_20
