time,growth,spot,plate,colony,lineage,experiment,time.point,treatment,iteration,colony.label
0,0,A.I.pre.minus_1,A.I.pre.minus,1,A,I,pre,minus,2,A.I.pre.minus_1_2
0,0,A.I.pre.minus_3,A.I.pre.minus,3,A,I,pre,minus,2,A.I.pre.minus_3_2
0,0,A.I.pre.minus_5,A.I.pre.minus,5,A,I,pre,minus,2,A.I.pre.minus_5_2
0,0,A.I.pre.minus_6,A.I.pre.minus,6,A,I,pre,minus,2,A.I.pre.minus_6_2
0,0,A.I.pre.minus_7,A.I.pre.minus,7,A,I,pre,minus,2,A.I.pre.minus_7_2
0,0,A.I.pre.minus_8,A.I.pre.minus,8,A,I,pre,minus,2,A.I.pre.minus_8_2
0,0,A.I.pre.minus_9,A.I.pre.minus,9,A,I,pre,minus,2,A.I.pre.minus_9_2
0,0,A.I.pre.minus_10,A.I.pre.minus,10,A,I,pre,minus,2,A.I.pre.minus_10_2
0,0,A.I.pre.minus_11,A.I.pre.minus,11,A,I,pre,minus,2,A.I.pre.minus_11_2
0,0,A.I.pre.minus_12,A.I.pre.minus,12,A,I,pre,minus,2,A.I.pre.minus_12_2
0,0,A.I.pre.minus_13,A.I.pre.minus,13,A,I,pre,minus,2,A.I.pre.minus_13_2
0,0,A.I.pre.minus_14,A.I.pre.minus,14,A,I,pre,minus,2,A.I.pre.minus_14_2
0,0,A.I.pre.minus_15,A.I.pre.minus,15,A,I,pre,minus,2,A.I.pre.minus_15_2
0,0,A.I.pre.minus_16,A.I.pre.minus,16,A,I,pre,minus,2,A.I.pre.minus_16_2
0,0,A.I.pre.minus_17,A.I.pre.minus,17,A,I,pre,minus,2,A.I.pre.minus_17_2
0,0,A.I.pre.minus_18,A.I.pre.minus,18,A,I,pre,minus,2,A.I.pre.minus_18_2
0,0,A.I.pre.minus_19,A.I.pre.minus,19,A,I,pre,minus,2,A.I.pre.minus_19_2
0,0,A.I.pre.minus_20,A.I.pre.minus,20,A,I,pre,minus,2,A.I.pre.minus_20_2
0,0,A.I.pre.minus_21,A.I.pre.minus,21,A,I,pre,minus,2,A.I.pre.minus_21_2
0,0,A.I.pre.minus_22,A.I.pre.minus,22,A,I,pre,minus,2,A.I.pre.minus_22_2
0,0,A.I.pre.minus_23,A.I.pre.minus,23,A,I,pre,minus,2,A.I.pre.minus_23_2
0,0,A.I.pre.minus_24,A.I.pre.minus,24,A,I,pre,minus,2,A.I.pre.minus_24_2
0,0,A.I.pre.minus_25,A.I.pre.minus,25,A,I,pre,minus,2,A.I.pre.minus_25_2
0,0,A.I.pre.minus_26,A.I.pre.minus,26,A,I,pre,minus,2,A.I.pre.minus_26_2
0,0,A.I.pre.minus_27,A.I.pre.minus,27,A,I,pre,minus,2,A.I.pre.minus_27_2
0,0,A.I.pre.minus_28,A.I.pre.minus,28,A,I,pre,minus,2,A.I.pre.minus_28_2
0,0,A.I.pre.minus_30,A.I.pre.minus,30,A,I,pre,minus,2,A.I.pre.minus_30_2
0,0,A.I.pre.minus_31,A.I.pre.minus,31,A,I,pre,minus,2,A.I.pre.minus_31_2
0,0,A.I.pre.minus_32,A.I.pre.minus,32,A,I,pre,minus,2,A.I.pre.minus_32_2
0,0,A.I.pre.minus_33,A.I.pre.minus,33,A,I,pre,minus,2,A.I.pre.minus_33_2
0,0,A.I.pre.minus_34,A.I.pre.minus,34,A,I,pre,minus,2,A.I.pre.minus_34_2
0,0,A.I.pre.minus_35,A.I.pre.minus,35,A,I,pre,minus,2,A.I.pre.minus_35_2
0,0,A.I.pre.minus_36,A.I.pre.minus,36,A,I,pre,minus,2,A.I.pre.minus_36_2
0,0,A.I.pre.minus_37,A.I.pre.minus,37,A,I,pre,minus,2,A.I.pre.minus_37_2
0,0,A.I.pre.minus_38,A.I.pre.minus,38,A,I,pre,minus,2,A.I.pre.minus_38_2
0,0,A.I.pre.minus_39,A.I.pre.minus,39,A,I,pre,minus,2,A.I.pre.minus_39_2
0,0,A.I.pre.minus_41,A.I.pre.minus,41,A,I,pre,minus,2,A.I.pre.minus_41_2
0,0,A.I.pre.minus_42,A.I.pre.minus,42,A,I,pre,minus,2,A.I.pre.minus_42_2
0,0,A.I.pre.minus_43,A.I.pre.minus,43,A,I,pre,minus,2,A.I.pre.minus_43_2
0,0,A.I.pre.minus_45,A.I.pre.minus,45,A,I,pre,minus,2,A.I.pre.minus_45_2
1.016666667,2199,A.I.pre.minus_1,A.I.pre.minus,1,A,I,pre,minus,2,A.I.pre.minus_1_2
1.016666667,992,A.I.pre.minus_3,A.I.pre.minus,3,A,I,pre,minus,2,A.I.pre.minus_3_2
1.016666667,601,A.I.pre.minus_5,A.I.pre.minus,5,A,I,pre,minus,2,A.I.pre.minus_5_2
1.016666667,1524,A.I.pre.minus_6,A.I.pre.minus,6,A,I,pre,minus,2,A.I.pre.minus_6_2
1.016666667,1260,A.I.pre.minus_7,A.I.pre.minus,7,A,I,pre,minus,2,A.I.pre.minus_7_2
1.016666667,869,A.I.pre.minus_8,A.I.pre.minus,8,A,I,pre,minus,2,A.I.pre.minus_8_2
1.016666667,1318,A.I.pre.minus_9,A.I.pre.minus,9,A,I,pre,minus,2,A.I.pre.minus_9_2
1.016666667,2015,A.I.pre.minus_10,A.I.pre.minus,10,A,I,pre,minus,2,A.I.pre.minus_10_2
1.016666667,1102,A.I.pre.minus_11,A.I.pre.minus,11,A,I,pre,minus,2,A.I.pre.minus_11_2
1.016666667,1561,A.I.pre.minus_12,A.I.pre.minus,12,A,I,pre,minus,2,A.I.pre.minus_12_2
1.016666667,1060,A.I.pre.minus_13,A.I.pre.minus,13,A,I,pre,minus,2,A.I.pre.minus_13_2
1.016666667,1224,A.I.pre.minus_14,A.I.pre.minus,14,A,I,pre,minus,2,A.I.pre.minus_14_2
1.016666667,904,A.I.pre.minus_15,A.I.pre.minus,15,A,I,pre,minus,2,A.I.pre.minus_15_2
1.016666667,1509,A.I.pre.minus_16,A.I.pre.minus,16,A,I,pre,minus,2,A.I.pre.minus_16_2
1.016666667,2312,A.I.pre.minus_17,A.I.pre.minus,17,A,I,pre,minus,2,A.I.pre.minus_17_2
1.016666667,2109,A.I.pre.minus_18,A.I.pre.minus,18,A,I,pre,minus,2,A.I.pre.minus_18_2
1.016666667,2284,A.I.pre.minus_19,A.I.pre.minus,19,A,I,pre,minus,2,A.I.pre.minus_19_2
1.016666667,1320,A.I.pre.minus_20,A.I.pre.minus,20,A,I,pre,minus,2,A.I.pre.minus_20_2
1.016666667,1322,A.I.pre.minus_21,A.I.pre.minus,21,A,I,pre,minus,2,A.I.pre.minus_21_2
1.016666667,1925,A.I.pre.minus_22,A.I.pre.minus,22,A,I,pre,minus,2,A.I.pre.minus_22_2
1.016666667,1299,A.I.pre.minus_23,A.I.pre.minus,23,A,I,pre,minus,2,A.I.pre.minus_23_2
1.016666667,0,A.I.pre.minus_24,A.I.pre.minus,24,A,I,pre,minus,2,A.I.pre.minus_24_2
1.016666667,893,A.I.pre.minus_25,A.I.pre.minus,25,A,I,pre,minus,2,A.I.pre.minus_25_2
1.016666667,983,A.I.pre.minus_26,A.I.pre.minus,26,A,I,pre,minus,2,A.I.pre.minus_26_2
1.016666667,753,A.I.pre.minus_27,A.I.pre.minus,27,A,I,pre,minus,2,A.I.pre.minus_27_2
1.016666667,1243,A.I.pre.minus_28,A.I.pre.minus,28,A,I,pre,minus,2,A.I.pre.minus_28_2
1.016666667,899,A.I.pre.minus_30,A.I.pre.minus,30,A,I,pre,minus,2,A.I.pre.minus_30_2
1.016666667,1502,A.I.pre.minus_31,A.I.pre.minus,31,A,I,pre,minus,2,A.I.pre.minus_31_2
1.016666667,1630,A.I.pre.minus_32,A.I.pre.minus,32,A,I,pre,minus,2,A.I.pre.minus_32_2
1.016666667,20,A.I.pre.minus_33,A.I.pre.minus,33,A,I,pre,minus,2,A.I.pre.minus_33_2
1.016666667,424,A.I.pre.minus_34,A.I.pre.minus,34,A,I,pre,minus,2,A.I.pre.minus_34_2
1.016666667,749,A.I.pre.minus_35,A.I.pre.minus,35,A,I,pre,minus,2,A.I.pre.minus_35_2
1.016666667,1190,A.I.pre.minus_36,A.I.pre.minus,36,A,I,pre,minus,2,A.I.pre.minus_36_2
1.016666667,859,A.I.pre.minus_37,A.I.pre.minus,37,A,I,pre,minus,2,A.I.pre.minus_37_2
1.016666667,597,A.I.pre.minus_38,A.I.pre.minus,38,A,I,pre,minus,2,A.I.pre.minus_38_2
1.016666667,2119,A.I.pre.minus_39,A.I.pre.minus,39,A,I,pre,minus,2,A.I.pre.minus_39_2
1.016666667,2314,A.I.pre.minus_41,A.I.pre.minus,41,A,I,pre,minus,2,A.I.pre.minus_41_2
1.016666667,1323,A.I.pre.minus_42,A.I.pre.minus,42,A,I,pre,minus,2,A.I.pre.minus_42_2
1.016666667,2369,A.I.pre.minus_43,A.I.pre.minus,43,A,I,pre,minus,2,A.I.pre.minus_43_2
1.016666667,2124,A.I.pre.minus_45,A.I.pre.minus,45,A,I,pre,minus,2,A.I.pre.minus_45_2
2.033333333,60,A.I.pre.minus_1,A.I.pre.minus,1,A,I,pre,minus,2,A.I.pre.minus_1_2
2.033333333,0,A.I.pre.minus_3,A.I.pre.minus,3,A,I,pre,minus,2,A.I.pre.minus_3_2
2.033333333,0,A.I.pre.minus_5,A.I.pre.minus,5,A,I,pre,minus,2,A.I.pre.minus_5_2
2.033333333,0,A.I.pre.minus_6,A.I.pre.minus,6,A,I,pre,minus,2,A.I.pre.minus_6_2
2.033333333,0,A.I.pre.minus_7,A.I.pre.minus,7,A,I,pre,minus,2,A.I.pre.minus_7_2
2.033333333,0,A.I.pre.minus_8,A.I.pre.minus,8,A,I,pre,minus,2,A.I.pre.minus_8_2
2.033333333,0,A.I.pre.minus_9,A.I.pre.minus,9,A,I,pre,minus,2,A.I.pre.minus_9_2
2.033333333,68,A.I.pre.minus_10,A.I.pre.minus,10,A,I,pre,minus,2,A.I.pre.minus_10_2
2.033333333,464,A.I.pre.minus_11,A.I.pre.minus,11,A,I,pre,minus,2,A.I.pre.minus_11_2
2.033333333,414,A.I.pre.minus_12,A.I.pre.minus,12,A,I,pre,minus,2,A.I.pre.minus_12_2
2.033333333,0,A.I.pre.minus_13,A.I.pre.minus,13,A,I,pre,minus,2,A.I.pre.minus_13_2
2.033333333,0,A.I.pre.minus_14,A.I.pre.minus,14,A,I,pre,minus,2,A.I.pre.minus_14_2
2.033333333,0,A.I.pre.minus_15,A.I.pre.minus,15,A,I,pre,minus,2,A.I.pre.minus_15_2
2.033333333,14,A.I.pre.minus_16,A.I.pre.minus,16,A,I,pre,minus,2,A.I.pre.minus_16_2
2.033333333,228,A.I.pre.minus_17,A.I.pre.minus,17,A,I,pre,minus,2,A.I.pre.minus_17_2
2.033333333,384,A.I.pre.minus_18,A.I.pre.minus,18,A,I,pre,minus,2,A.I.pre.minus_18_2
2.033333333,346,A.I.pre.minus_19,A.I.pre.minus,19,A,I,pre,minus,2,A.I.pre.minus_19_2
2.033333333,234,A.I.pre.minus_20,A.I.pre.minus,20,A,I,pre,minus,2,A.I.pre.minus_20_2
2.033333333,0,A.I.pre.minus_21,A.I.pre.minus,21,A,I,pre,minus,2,A.I.pre.minus_21_2
2.033333333,0,A.I.pre.minus_22,A.I.pre.minus,22,A,I,pre,minus,2,A.I.pre.minus_22_2
2.033333333,0,A.I.pre.minus_23,A.I.pre.minus,23,A,I,pre,minus,2,A.I.pre.minus_23_2
2.033333333,0,A.I.pre.minus_24,A.I.pre.minus,24,A,I,pre,minus,2,A.I.pre.minus_24_2
2.033333333,0,A.I.pre.minus_25,A.I.pre.minus,25,A,I,pre,minus,2,A.I.pre.minus_25_2
2.033333333,0,A.I.pre.minus_26,A.I.pre.minus,26,A,I,pre,minus,2,A.I.pre.minus_26_2
2.033333333,0,A.I.pre.minus_27,A.I.pre.minus,27,A,I,pre,minus,2,A.I.pre.minus_27_2
2.033333333,0,A.I.pre.minus_28,A.I.pre.minus,28,A,I,pre,minus,2,A.I.pre.minus_28_2
2.033333333,0,A.I.pre.minus_30,A.I.pre.minus,30,A,I,pre,minus,2,A.I.pre.minus_30_2
2.033333333,0,A.I.pre.minus_31,A.I.pre.minus,31,A,I,pre,minus,2,A.I.pre.minus_31_2
2.033333333,0,A.I.pre.minus_32,A.I.pre.minus,32,A,I,pre,minus,2,A.I.pre.minus_32_2
2.033333333,0,A.I.pre.minus_33,A.I.pre.minus,33,A,I,pre,minus,2,A.I.pre.minus_33_2
2.033333333,0,A.I.pre.minus_34,A.I.pre.minus,34,A,I,pre,minus,2,A.I.pre.minus_34_2
2.033333333,0,A.I.pre.minus_35,A.I.pre.minus,35,A,I,pre,minus,2,A.I.pre.minus_35_2
2.033333333,0,A.I.pre.minus_36,A.I.pre.minus,36,A,I,pre,minus,2,A.I.pre.minus_36_2
2.033333333,0,A.I.pre.minus_37,A.I.pre.minus,37,A,I,pre,minus,2,A.I.pre.minus_37_2
2.033333333,0,A.I.pre.minus_38,A.I.pre.minus,38,A,I,pre,minus,2,A.I.pre.minus_38_2
2.033333333,0,A.I.pre.minus_39,A.I.pre.minus,39,A,I,pre,minus,2,A.I.pre.minus_39_2
2.033333333,0,A.I.pre.minus_41,A.I.pre.minus,41,A,I,pre,minus,2,A.I.pre.minus_41_2
2.033333333,0,A.I.pre.minus_42,A.I.pre.minus,42,A,I,pre,minus,2,A.I.pre.minus_42_2
2.033333333,0,A.I.pre.minus_43,A.I.pre.minus,43,A,I,pre,minus,2,A.I.pre.minus_43_2
2.033333333,0,A.I.pre.minus_45,A.I.pre.minus,45,A,I,pre,minus,2,A.I.pre.minus_45_2
3.066666667,0,A.I.pre.minus_1,A.I.pre.minus,1,A,I,pre,minus,2,A.I.pre.minus_1_2
3.066666667,0,A.I.pre.minus_3,A.I.pre.minus,3,A,I,pre,minus,2,A.I.pre.minus_3_2
3.066666667,0,A.I.pre.minus_5,A.I.pre.minus,5,A,I,pre,minus,2,A.I.pre.minus_5_2
3.066666667,0,A.I.pre.minus_6,A.I.pre.minus,6,A,I,pre,minus,2,A.I.pre.minus_6_2
3.066666667,0,A.I.pre.minus_7,A.I.pre.minus,7,A,I,pre,minus,2,A.I.pre.minus_7_2
3.066666667,0,A.I.pre.minus_8,A.I.pre.minus,8,A,I,pre,minus,2,A.I.pre.minus_8_2
3.066666667,0,A.I.pre.minus_9,A.I.pre.minus,9,A,I,pre,minus,2,A.I.pre.minus_9_2
3.066666667,0,A.I.pre.minus_10,A.I.pre.minus,10,A,I,pre,minus,2,A.I.pre.minus_10_2
3.066666667,0,A.I.pre.minus_11,A.I.pre.minus,11,A,I,pre,minus,2,A.I.pre.minus_11_2
3.066666667,0,A.I.pre.minus_12,A.I.pre.minus,12,A,I,pre,minus,2,A.I.pre.minus_12_2
3.066666667,0,A.I.pre.minus_13,A.I.pre.minus,13,A,I,pre,minus,2,A.I.pre.minus_13_2
3.066666667,0,A.I.pre.minus_14,A.I.pre.minus,14,A,I,pre,minus,2,A.I.pre.minus_14_2
3.066666667,0,A.I.pre.minus_15,A.I.pre.minus,15,A,I,pre,minus,2,A.I.pre.minus_15_2
3.066666667,0,A.I.pre.minus_16,A.I.pre.minus,16,A,I,pre,minus,2,A.I.pre.minus_16_2
3.066666667,0,A.I.pre.minus_17,A.I.pre.minus,17,A,I,pre,minus,2,A.I.pre.minus_17_2
3.066666667,0,A.I.pre.minus_18,A.I.pre.minus,18,A,I,pre,minus,2,A.I.pre.minus_18_2
3.066666667,0,A.I.pre.minus_19,A.I.pre.minus,19,A,I,pre,minus,2,A.I.pre.minus_19_2
3.066666667,0,A.I.pre.minus_20,A.I.pre.minus,20,A,I,pre,minus,2,A.I.pre.minus_20_2
3.066666667,0,A.I.pre.minus_21,A.I.pre.minus,21,A,I,pre,minus,2,A.I.pre.minus_21_2
3.066666667,0,A.I.pre.minus_22,A.I.pre.minus,22,A,I,pre,minus,2,A.I.pre.minus_22_2
3.066666667,0,A.I.pre.minus_23,A.I.pre.minus,23,A,I,pre,minus,2,A.I.pre.minus_23_2
3.066666667,0,A.I.pre.minus_24,A.I.pre.minus,24,A,I,pre,minus,2,A.I.pre.minus_24_2
3.066666667,0,A.I.pre.minus_25,A.I.pre.minus,25,A,I,pre,minus,2,A.I.pre.minus_25_2
3.066666667,0,A.I.pre.minus_26,A.I.pre.minus,26,A,I,pre,minus,2,A.I.pre.minus_26_2
3.066666667,0,A.I.pre.minus_27,A.I.pre.minus,27,A,I,pre,minus,2,A.I.pre.minus_27_2
3.066666667,0,A.I.pre.minus_28,A.I.pre.minus,28,A,I,pre,minus,2,A.I.pre.minus_28_2
3.066666667,0,A.I.pre.minus_30,A.I.pre.minus,30,A,I,pre,minus,2,A.I.pre.minus_30_2
3.066666667,0,A.I.pre.minus_31,A.I.pre.minus,31,A,I,pre,minus,2,A.I.pre.minus_31_2
3.066666667,0,A.I.pre.minus_32,A.I.pre.minus,32,A,I,pre,minus,2,A.I.pre.minus_32_2
3.066666667,0,A.I.pre.minus_33,A.I.pre.minus,33,A,I,pre,minus,2,A.I.pre.minus_33_2
3.066666667,0,A.I.pre.minus_34,A.I.pre.minus,34,A,I,pre,minus,2,A.I.pre.minus_34_2
3.066666667,0,A.I.pre.minus_35,A.I.pre.minus,35,A,I,pre,minus,2,A.I.pre.minus_35_2
3.066666667,0,A.I.pre.minus_36,A.I.pre.minus,36,A,I,pre,minus,2,A.I.pre.minus_36_2
3.066666667,0,A.I.pre.minus_37,A.I.pre.minus,37,A,I,pre,minus,2,A.I.pre.minus_37_2
3.066666667,0,A.I.pre.minus_38,A.I.pre.minus,38,A,I,pre,minus,2,A.I.pre.minus_38_2
3.066666667,0,A.I.pre.minus_39,A.I.pre.minus,39,A,I,pre,minus,2,A.I.pre.minus_39_2
3.066666667,0,A.I.pre.minus_41,A.I.pre.minus,41,A,I,pre,minus,2,A.I.pre.minus_41_2
3.066666667,0,A.I.pre.minus_42,A.I.pre.minus,42,A,I,pre,minus,2,A.I.pre.minus_42_2
3.066666667,0,A.I.pre.minus_43,A.I.pre.minus,43,A,I,pre,minus,2,A.I.pre.minus_43_2
3.066666667,0,A.I.pre.minus_45,A.I.pre.minus,45,A,I,pre,minus,2,A.I.pre.minus_45_2
4.083333333,0,A.I.pre.minus_1,A.I.pre.minus,1,A,I,pre,minus,2,A.I.pre.minus_1_2
4.083333333,0,A.I.pre.minus_3,A.I.pre.minus,3,A,I,pre,minus,2,A.I.pre.minus_3_2
4.083333333,0,A.I.pre.minus_5,A.I.pre.minus,5,A,I,pre,minus,2,A.I.pre.minus_5_2
4.083333333,0,A.I.pre.minus_6,A.I.pre.minus,6,A,I,pre,minus,2,A.I.pre.minus_6_2
4.083333333,0,A.I.pre.minus_7,A.I.pre.minus,7,A,I,pre,minus,2,A.I.pre.minus_7_2
4.083333333,0,A.I.pre.minus_8,A.I.pre.minus,8,A,I,pre,minus,2,A.I.pre.minus_8_2
4.083333333,0,A.I.pre.minus_9,A.I.pre.minus,9,A,I,pre,minus,2,A.I.pre.minus_9_2
4.083333333,0,A.I.pre.minus_10,A.I.pre.minus,10,A,I,pre,minus,2,A.I.pre.minus_10_2
4.083333333,0,A.I.pre.minus_11,A.I.pre.minus,11,A,I,pre,minus,2,A.I.pre.minus_11_2
4.083333333,0,A.I.pre.minus_12,A.I.pre.minus,12,A,I,pre,minus,2,A.I.pre.minus_12_2
4.083333333,0,A.I.pre.minus_13,A.I.pre.minus,13,A,I,pre,minus,2,A.I.pre.minus_13_2
4.083333333,0,A.I.pre.minus_14,A.I.pre.minus,14,A,I,pre,minus,2,A.I.pre.minus_14_2
4.083333333,0,A.I.pre.minus_15,A.I.pre.minus,15,A,I,pre,minus,2,A.I.pre.minus_15_2
4.083333333,0,A.I.pre.minus_16,A.I.pre.minus,16,A,I,pre,minus,2,A.I.pre.minus_16_2
4.083333333,0,A.I.pre.minus_17,A.I.pre.minus,17,A,I,pre,minus,2,A.I.pre.minus_17_2
4.083333333,0,A.I.pre.minus_18,A.I.pre.minus,18,A,I,pre,minus,2,A.I.pre.minus_18_2
4.083333333,0,A.I.pre.minus_19,A.I.pre.minus,19,A,I,pre,minus,2,A.I.pre.minus_19_2
4.083333333,0,A.I.pre.minus_20,A.I.pre.minus,20,A,I,pre,minus,2,A.I.pre.minus_20_2
4.083333333,0,A.I.pre.minus_21,A.I.pre.minus,21,A,I,pre,minus,2,A.I.pre.minus_21_2
4.083333333,0,A.I.pre.minus_22,A.I.pre.minus,22,A,I,pre,minus,2,A.I.pre.minus_22_2
4.083333333,0,A.I.pre.minus_23,A.I.pre.minus,23,A,I,pre,minus,2,A.I.pre.minus_23_2
4.083333333,0,A.I.pre.minus_24,A.I.pre.minus,24,A,I,pre,minus,2,A.I.pre.minus_24_2
4.083333333,0,A.I.pre.minus_25,A.I.pre.minus,25,A,I,pre,minus,2,A.I.pre.minus_25_2
4.083333333,0,A.I.pre.minus_26,A.I.pre.minus,26,A,I,pre,minus,2,A.I.pre.minus_26_2
4.083333333,0,A.I.pre.minus_27,A.I.pre.minus,27,A,I,pre,minus,2,A.I.pre.minus_27_2
4.083333333,0,A.I.pre.minus_28,A.I.pre.minus,28,A,I,pre,minus,2,A.I.pre.minus_28_2
4.083333333,0,A.I.pre.minus_30,A.I.pre.minus,30,A,I,pre,minus,2,A.I.pre.minus_30_2
4.083333333,0,A.I.pre.minus_31,A.I.pre.minus,31,A,I,pre,minus,2,A.I.pre.minus_31_2
4.083333333,0,A.I.pre.minus_32,A.I.pre.minus,32,A,I,pre,minus,2,A.I.pre.minus_32_2
4.083333333,0,A.I.pre.minus_33,A.I.pre.minus,33,A,I,pre,minus,2,A.I.pre.minus_33_2
4.083333333,0,A.I.pre.minus_34,A.I.pre.minus,34,A,I,pre,minus,2,A.I.pre.minus_34_2
4.083333333,0,A.I.pre.minus_35,A.I.pre.minus,35,A,I,pre,minus,2,A.I.pre.minus_35_2
4.083333333,0,A.I.pre.minus_36,A.I.pre.minus,36,A,I,pre,minus,2,A.I.pre.minus_36_2
4.083333333,0,A.I.pre.minus_37,A.I.pre.minus,37,A,I,pre,minus,2,A.I.pre.minus_37_2
4.083333333,0,A.I.pre.minus_38,A.I.pre.minus,38,A,I,pre,minus,2,A.I.pre.minus_38_2
4.083333333,0,A.I.pre.minus_39,A.I.pre.minus,39,A,I,pre,minus,2,A.I.pre.minus_39_2
4.083333333,0,A.I.pre.minus_41,A.I.pre.minus,41,A,I,pre,minus,2,A.I.pre.minus_41_2
4.083333333,0,A.I.pre.minus_42,A.I.pre.minus,42,A,I,pre,minus,2,A.I.pre.minus_42_2
4.083333333,0,A.I.pre.minus_43,A.I.pre.minus,43,A,I,pre,minus,2,A.I.pre.minus_43_2
4.083333333,0,A.I.pre.minus_45,A.I.pre.minus,45,A,I,pre,minus,2,A.I.pre.minus_45_2
5.116666667,0,A.I.pre.minus_1,A.I.pre.minus,1,A,I,pre,minus,2,A.I.pre.minus_1_2
5.116666667,0,A.I.pre.minus_3,A.I.pre.minus,3,A,I,pre,minus,2,A.I.pre.minus_3_2
5.116666667,0,A.I.pre.minus_5,A.I.pre.minus,5,A,I,pre,minus,2,A.I.pre.minus_5_2
5.116666667,0,A.I.pre.minus_6,A.I.pre.minus,6,A,I,pre,minus,2,A.I.pre.minus_6_2
5.116666667,0,A.I.pre.minus_7,A.I.pre.minus,7,A,I,pre,minus,2,A.I.pre.minus_7_2
5.116666667,0,A.I.pre.minus_8,A.I.pre.minus,8,A,I,pre,minus,2,A.I.pre.minus_8_2
5.116666667,0,A.I.pre.minus_9,A.I.pre.minus,9,A,I,pre,minus,2,A.I.pre.minus_9_2
5.116666667,0,A.I.pre.minus_10,A.I.pre.minus,10,A,I,pre,minus,2,A.I.pre.minus_10_2
5.116666667,0,A.I.pre.minus_11,A.I.pre.minus,11,A,I,pre,minus,2,A.I.pre.minus_11_2
5.116666667,0,A.I.pre.minus_12,A.I.pre.minus,12,A,I,pre,minus,2,A.I.pre.minus_12_2
5.116666667,0,A.I.pre.minus_13,A.I.pre.minus,13,A,I,pre,minus,2,A.I.pre.minus_13_2
5.116666667,0,A.I.pre.minus_14,A.I.pre.minus,14,A,I,pre,minus,2,A.I.pre.minus_14_2
5.116666667,0,A.I.pre.minus_15,A.I.pre.minus,15,A,I,pre,minus,2,A.I.pre.minus_15_2
5.116666667,0,A.I.pre.minus_16,A.I.pre.minus,16,A,I,pre,minus,2,A.I.pre.minus_16_2
5.116666667,0,A.I.pre.minus_17,A.I.pre.minus,17,A,I,pre,minus,2,A.I.pre.minus_17_2
5.116666667,0,A.I.pre.minus_18,A.I.pre.minus,18,A,I,pre,minus,2,A.I.pre.minus_18_2
5.116666667,0,A.I.pre.minus_19,A.I.pre.minus,19,A,I,pre,minus,2,A.I.pre.minus_19_2
5.116666667,0,A.I.pre.minus_20,A.I.pre.minus,20,A,I,pre,minus,2,A.I.pre.minus_20_2
5.116666667,0,A.I.pre.minus_21,A.I.pre.minus,21,A,I,pre,minus,2,A.I.pre.minus_21_2
5.116666667,0,A.I.pre.minus_22,A.I.pre.minus,22,A,I,pre,minus,2,A.I.pre.minus_22_2
5.116666667,0,A.I.pre.minus_23,A.I.pre.minus,23,A,I,pre,minus,2,A.I.pre.minus_23_2
5.116666667,0,A.I.pre.minus_24,A.I.pre.minus,24,A,I,pre,minus,2,A.I.pre.minus_24_2
5.116666667,0,A.I.pre.minus_25,A.I.pre.minus,25,A,I,pre,minus,2,A.I.pre.minus_25_2
5.116666667,0,A.I.pre.minus_26,A.I.pre.minus,26,A,I,pre,minus,2,A.I.pre.minus_26_2
5.116666667,0,A.I.pre.minus_27,A.I.pre.minus,27,A,I,pre,minus,2,A.I.pre.minus_27_2
5.116666667,0,A.I.pre.minus_28,A.I.pre.minus,28,A,I,pre,minus,2,A.I.pre.minus_28_2
5.116666667,0,A.I.pre.minus_30,A.I.pre.minus,30,A,I,pre,minus,2,A.I.pre.minus_30_2
5.116666667,0,A.I.pre.minus_31,A.I.pre.minus,31,A,I,pre,minus,2,A.I.pre.minus_31_2
5.116666667,0,A.I.pre.minus_32,A.I.pre.minus,32,A,I,pre,minus,2,A.I.pre.minus_32_2
5.116666667,0,A.I.pre.minus_33,A.I.pre.minus,33,A,I,pre,minus,2,A.I.pre.minus_33_2
5.116666667,0,A.I.pre.minus_34,A.I.pre.minus,34,A,I,pre,minus,2,A.I.pre.minus_34_2
5.116666667,0,A.I.pre.minus_35,A.I.pre.minus,35,A,I,pre,minus,2,A.I.pre.minus_35_2
5.116666667,0,A.I.pre.minus_36,A.I.pre.minus,36,A,I,pre,minus,2,A.I.pre.minus_36_2
5.116666667,0,A.I.pre.minus_37,A.I.pre.minus,37,A,I,pre,minus,2,A.I.pre.minus_37_2
5.116666667,0,A.I.pre.minus_38,A.I.pre.minus,38,A,I,pre,minus,2,A.I.pre.minus_38_2
5.116666667,0,A.I.pre.minus_39,A.I.pre.minus,39,A,I,pre,minus,2,A.I.pre.minus_39_2
5.116666667,0,A.I.pre.minus_41,A.I.pre.minus,41,A,I,pre,minus,2,A.I.pre.minus_41_2
5.116666667,0,A.I.pre.minus_42,A.I.pre.minus,42,A,I,pre,minus,2,A.I.pre.minus_42_2
5.116666667,0,A.I.pre.minus_43,A.I.pre.minus,43,A,I,pre,minus,2,A.I.pre.minus_43_2
5.116666667,0,A.I.pre.minus_45,A.I.pre.minus,45,A,I,pre,minus,2,A.I.pre.minus_45_2
6.133333333,0,A.I.pre.minus_1,A.I.pre.minus,1,A,I,pre,minus,2,A.I.pre.minus_1_2
6.133333333,0,A.I.pre.minus_3,A.I.pre.minus,3,A,I,pre,minus,2,A.I.pre.minus_3_2
6.133333333,0,A.I.pre.minus_5,A.I.pre.minus,5,A,I,pre,minus,2,A.I.pre.minus_5_2
