Sample.ID,lineage,major.lineage,Rifampicin,Isoniazid,Ethambutol,Streptomycin
SRR5065465,2.2.1,2,0,0,0,0
SRR5074065,2.2.1,2,0,1,0,1
SRR5065522,2.2.1,2,0,1,0,1
SRR5067258,2.2.1,2,0,0,0,0
SRR5065307,2.2.1,2,0,0,0,0
SRR5065364,2.2.1,2,0,0,0,0
SRR5067586,2.2.1,2,0,0,0,0
SRR5074156,2.2.1,2,0,0,0,0
SRR5065426,2.2.1,2,0,0,0,0
SRR5065216,2.2.1,2,0,0,0,0
SRR5073696,2.2.1,2,0,0,0,0
SRR5073807,2.2.1,2,0,0,0,0
SRR5065384,2.2.1,2,0,0,0,0
SRR5073833,2.2.1,2,0,0,0,1
SRR5067388,2.2.1,2,0,1,0,1
SRR5073628,2.2.1,2,0,0,1,0
SRR5073745,2.2.1,2,0,0,0,0
SRR5067220,2.2.1,2,0,0,0,0
SRR5067230,2.2.1,2,0,0,0,0
SRR5073526,2.2.1,2,0,0,0,0
SRR5065519,2.2.1,2,0,0,0,1
SRR5067451,2.2.1,2,0,0,0,0
SRR5067710,2.2.1,2,0,0,0,0
SRR26399661,2.2.1,2,0,0,0,0
SRR5067500,2.2.1,2,0,1,0,1
SRR5074155,2.2.1,2,1,1,1,1
SRR5065537,2.2.1,2,1,1,1,1
SRR5065277,2.2.1,2,0,1,0,1
SRR5065703,2.2.1,2,0,0,0,0
SRR26399280,2.2.1,2,0,0,0,0
SRR26399456,2.2.1,2,0,1,0,0
SRR5065272,2.2.1,2,0,0,0,0
SRR5067465,2.2.1,2,0,0,0,1
SRR5073984,2.2.1,2,0,1,0,1
SRR26399963,2.2.1,2,1,1,0,0
SRR5073683,2.2.1.1,2,0,0,0,0
SRR5065687,2.2.1.1,2,0,1,0,1
SRR5065608,2.2.1.1,2,1,1,0,1
SRR5065488,2.2.1.1,2,1,1,0,1
SRR26400006,2.2.1.1,2,0,0,0,0
SRR5065388,2.2.1.1,2,0,0,0,0
SRR5065696,2.2.1.1,2,0,0,0,0
SRR5073589,2.2.1.1,2,0,1,0,0
SRR5065589,2.2.1.1,2,0,0,0,0
SRR5065222,2.2.1.1,2,0,0,0,1
SRR26399924,2.2.1.1,2,0,0,0,0
SRR5065654,2.2.1.1,2,0,1,0,1
SRR5065507,2.2.1.1,2,0,0,0,0
SRR5067385,2.2.1.1,2,0,1,0,1
SRR26399931,2.2.1.1,2,0,0,0,0
SRR5067288,2.2.1.1,2,0,1,0,1
SRR5073924,2.2.1.1,2,0,0,0,1
SRR5065299,2.2.1.1,2,0,0,0,1
SRR26399705,2.2.1.1,2,0,0,0,0
SRR5073698,2.2.1.1,2,1,1,0,1
SRR5067676,2.2.1.1,2,0,0,0,0
SRR5074107,2.2.1.1,2,0,0,0,1
SRR5067495,2.2.1.1,2,0,0,0,1
SRR5073744,2.2.1.1,2,0,0,0,1
SRR5065469,2.2.1.1,2,0,0,0,1
SRR5067430,2.2.1.1,2,0,0,0,1
SRR5065474,2.2.1.1,2,0,0,0,1
SRR5074173,2.2.1.1,2,0,0,0,1
SRR5073601,2.2.1.1,2,0,1,0,1
SRR26399789,2.2.1.1,2,1,1,0,0
SRR5065406,2.2.1.1,2,0,1,0,1
SRR5065594,2.2.1.1,2,0,0,0,0
SRR5073845,2.2.1.1,2,0,0,0,0
SRR5067317,2.2.1.1,2,0,0,0,0
SRR5067309,2.2.1.1,2,1,1,0,1
SRR5073998,2.2.1.1,2,1,1,0,1
SRR5067438,2.2.1.1,2,0,1,0,1
SRR5073728,2.2.1.1,2,0,1,0,1
SRR5067608,2.2.1.1,2,0,0,0,0
SRR5074089,2.2.1.1,2,0,1,0,1
SRR5067479,2.2.1.1,2,0,1,0,1
SRR5067484,2.2.1.1,2,0,1,0,1
SRR5065381,2.2.1.1,2,1,1,1,1
SRR5065358,2.2.1.1,2,0,1,0,1
SRR26400019,2.2.1.1,2,0,1,0,0
SRR5073893,2.2.1.1,2,0,1,0,1
SRR5065462,2.2.1.1,2,0,1,0,1
SRR5065265,2.2.1.1,2,0,1,1,1
SRR5073759,2.2.1.1,2,0,1,0,1
SRR5067347,2.2.1.1,2,0,1,0,1
SRR5067391,2.2.1.1,2,0,1,0,1
SRR5073641,2.2.1.1,2,0,1,0,1
SRR5067527,2.2.1.1,2,0,0,0,0
SRR26399958,2.2.1.1,2,0,0,0,0
SRR26399552,2.2.1.1,2,0,0,0,0
SRR5067543,2.2.1.1,2,1,1,1,1
SRR5067699,2.2.1.1,2,0,1,0,1
SRR26399326,2.2.1.1,2,0,0,0,0
SRR5067366,2.2.1.1,2,0,1,0,0
SRR5067441,2.2.1.1,2,0,0,0,1
SRR5067368,2.2.1.1,2,0,1,0,0
SRR26399703,2.2.1.1,2,0,1,0,0
SRR5067612,2.2.1.1,2,0,0,0,0
SRR5065311,2.2.1.1,2,1,1,1,1
SRR26399278,2.2.1.1,2,0,0,0,0
SRR5067434,2.2.1.1,2,0,0,0,0
SRR5067277,2.2.1.1,2,0,0,0,1
SRR5067533,2.2.1.1,2,0,0,0,1
SRR5067576,2.2.1.1,2,0,0,0,0
SRR5067717,2.2.1.1,2,0,0,0,0
SRR5065245,2.2.1.1,2,0,1,0,1
SRR5067718,2.2.1.1,2,0,1,0,1
SRR26399455,2.2.1.1,2,0,0,0,0
SRR5065653,2.2.1.1,2,0,0,0,0
SRR5073927,2.2.1.1,2,0,1,0,0
SRR5065484,2.2.1.1,2,0,0,0,1
SRR5073593,2.2.1.1,2,0,1,0,1
SRR5073644,2.2.1.1,2,0,1,0,1
SRR5074073,2.2.1.1,2,0,1,0,1
SRR5065482,2.2.1.1,2,0,1,0,1
SRR5067307,2.2.1.1,2,0,0,0,0
SRR5073946,2.2.1.1,2,0,0,0,0
SRR26399938,2.2.1.1,2,0,0,0,0
SRR5067360,2.2.1.1,2,0,0,0,0
SRR5067335,2.2.1.1,2,0,0,0,0
SRR5074081,2.2.1.1,2,0,0,0,0
SRR5065660,2.2.1.1,2,0,1,0,1
SRR5067404,2.2.1.1,2,0,0,0,1
SRR26399695,2.2.1.1,2,0,0,0,0
SRR5067359,2.2.1.1,2,1,0,0,1
SRR5067356,2.2.1.1,2,0,0,0,0
SRR5067702,2.2.1.1,2,0,0,0,0
SRR5067629,2.2.1.1,2,0,0,0,0
SRR26400008,2.2.1.1,2,0,0,0,0
SRR26399431,2.2.1.1,2,0,0,0,0
SRR5067538,2.2.1.1,2,0,0,0,0
SRR5067265,2.2.1.1,2,0,0,0,0
SRR5067643,2.2.1.1,2,0,0,0,0
SRR5067375,2.2.1.1,2,0,1,0,1
SRR5065606,2.2.1.1,2,0,1,0,1
SRR5067544,2.2.1.1,2,1,1,0,1
SRR5073892,2.2.1.1,2,0,1,0,1
SRR26399332,2.2.1.1,2,0,1,0,0
SRR5065536,2.2.1.1,2,0,1,0,1
SRR5074130,2.2.1.1,2,0,0,1,0
SRR5073577,2.2.1.1,2,0,1,0,1
SRR5065486,2.2.1.1,2,0,1,0,1
SRR26399679,2.2.1.1,2,0,1,0,0
SRR5073538,2.2.1.1,2,0,1,0,1
SRR26399203,2.2.1.1,2,0,1,0,0
SRR5067551,2.2.1.1,2,0,1,0,1
SRR26399791,2.2.1.1,2,0,1,0,0
SRR5065543,2.2.1.1,2,0,1,0,1
SRR5067450,2.2.1.1,2,0,0,0,1
SRR5065450,2.2.1.1,2,0,0,0,0
SRR5067660,2.2.1.1,2,0,0,0,0
SRR5073772,2.2.1.1,2,0,1,0,1
SRR5073750,2.2.1.1,2,0,1,0,1
SRR5073583,2.2.1.1,2,0,1,0,1
SRR5065274,2.2.1.1,2,0,0,0,1
SRR5067638,2.2.1.1,2,0,1,0,1
SRR5073963,2.2.1.1,2,0,0,0,0
SRR5065586,2.2.1.1,2,0,0,0,0
SRR5073918,2.2.1.1,2,0,0,0,0
SRR5073945,2.2.1.1,2,0,0,0,0
SRR5067636,2.2.1.1,2,0,0,0,0
SRR5074127,2.2.1.1,2,0,0,0,0
SRR5067678,2.2.1.1,2,0,0,0,0
SRR5073594,2.2.1.1,2,0,0,0,0
SRR5065549,2.2.1.1,2,0,0,0,0
SRR26399831,2.2.1.1,2,0,0,0,0
SRR26399199,2.2.1.1,2,0,0,0,0
SRR5073573,2.2.1.1,2,0,0,0,0
SRR5065420,2.2.1.1,2,0,0,0,0
SRR5067588,2.2.1.1,2,0,0,0,0
SRR5067606,2.2.1.1,2,1,0,0,1
SRR5065572,2.2.1.1,2,0,0,0,0
SRR26399428,2.2.1.1,2,0,0,0,0
SRR5065231,2.2.1.1,2,0,0,0,1
SRR5067700,2.2.1.1,2,0,1,0,1
SRR26399438,2.2.1.1,2,0,0,0,0
SRR26400032,2.2.1.1,2,1,1,0,0
SRR5073672,2.2.1.1,2,0,1,0,1
SRR5073625,2.2.1.1,2,0,0,0,1
SRR5067592,2.2.1.1,2,0,0,0,0
SRR5065665,2.2.1.1,2,0,1,0,1
SRR5067646,2.2.1.1,2,0,0,0,1
SRR5074169,2.2.1.1,2,0,0,0,0
SRR5073600,2.2.1.1,2,0,0,0,0
SRR26399709,2.2.1.1,2,0,0,0,0
SRR5074058,2.2.1.1,2,0,0,0,1
SRR5065592,2.2.1.1,2,0,0,0,1
SRR5065680,2.2.1.1,2,0,0,0,1
SRR5073890,2.2.1.1,2,0,0,0,1
SRR26399946,2.2.1.1,2,0,0,0,0
SRR5067420,2.2.1.1,2,0,0,0,1
SRR5074191,2.2.1.1,2,0,0,0,1
SRR5065591,2.2.1.1,2,0,0,0,0
SRR5065547,2.2.1.1,2,0,0,0,0
SRR5065325,2.2.1.1,2,0,0,0,1
SRR5073718,2.2.1.1,2,0,0,0,0
SRR5073690,2.2.1.1,2,0,1,0,0
SRR26399188,2.2.1.1,2,0,0,0,0
SRR5065625,2.2.1.1,2,0,0,0,1
SRR5073534,2.2.1.1,2,1,0,0,1
SRR5067233,2.2.1.1,2,0,0,0,0
SRR26399436,2.2.1.1,2,0,0,0,0
SRR5073774,2.2.1,2,0,0,0,0
SRR5067545,2.2.1,2,0,0,0,1
SRR5067234,2.2.1,2,0,0,0,1
SRR5073962,2.2.1,2,0,0,0,0
SRR5067619,2.2.1,2,0,1,0,0
SRR5065232,2.2.1,2,0,0,0,0
SRR5073936,2.2.1,2,0,0,0,1
SRR5067346,2.2.1,2,0,0,0,0
SRR26399915,2.2.1,2,0,1,0,0
SRR5065631,2.2.1,2,0,1,0,1
SRR5074170,2.2.1,2,0,0,0,0
SRR26399445,2.2.1,2,0,1,0,0
SRR5065339,2.2.1,2,1,1,1,1
SRR5065451,2.2.1,2,0,1,0,1
SRR5065359,2.2.1,2,0,0,1,0
SRR26400055,2.2.1,2,0,0,0,0
SRR5065575,2.2.1,2,0,0,0,0
SRR5073504,2.2.1,2,0,0,0,0
SRR5073626,2.2.1,2,0,0,0,0
SRR5065691,2.2.1,2,0,0,0,0
SRR5073685,2.2.1,2,0,0,0,0
SRR5065541,2.2.1,2,0,1,0,1
SRR5065443,2.2.1,2,0,0,0,0
SRR5073975,2.2.1,2,0,0,0,0
SRR5074144,2.2.1,2,0,0,0,0
SRR26399204,2.2.1,2,0,0,0,0
SRR5073766,2.2.1,2,0,0,0,0
SRR5073588,2.2.1,2,0,0,1,0
SRR5067513,2.2.1,2,0,0,0,0
SRR5073741,2.2.1,2,0,0,0,0
SRR5067688,2.2.1,2,0,0,0,0
SRR5074055,2.2.1,2,0,0,0,0
SRR5065315,2.2.1,2,0,0,0,0
SRR5067380,2.2.1,2,0,0,0,0
SRR5074110,2.2.1,2,0,0,0,0
SRR5073629,2.2.1,2,0,1,0,0
SRR5065554,2.2.1,2,0,1,0,0
SRR5065561,2.2.1,2,0,0,0,0
SRR5067371,2.2.1,2,0,0,0,0
SRR5065435,2.2.1,2,0,0,0,0
SRR5065692,2.2.1,2,0,0,0,0
SRR5067594,2.2.1,2,0,0,0,0
SRR5065366,2.2.1,2,0,0,0,0
SRR5065288,2.2.1,2,0,0,0,1
SRR26399439,2.2.1,2,0,0,0,0
SRR5074160,2.2.1,2,0,0,0,1
SRR26399270,2.2.1,2,0,0,0,0
SRR5065618,2.2.1,2,0,0,0,1
SRR26399528,2.2.1,2,0,0,0,0
SRR5065444,2.2.1,2,0,0,0,0
SRR5065598,2.2.1,2,0,0,0,0
SRR5065533,2.2.1,2,0,0,0,0
SRR5065324,2.2.1,2,0,0,0,0
SRR5073607,2.2.1,2,0,0,0,0
SRR5067454,2.2.1,2,0,0,0,0
SRR5073648,2.2.1,2,0,0,0,1
SRR5073658,2.2.1,2,0,0,0,1
SRR5067393,2.2.1,2,0,1,0,1
SRR26399671,2.2.1,2,0,0,0,0
SRR5073867,2.2.1,2,0,0,0,0
SRR5074098,2.2.1,2,0,0,0,0
SRR5073923,2.2.1,2,0,1,0,1
SRR5073829,2.2.1,2,0,0,0,0
SRR5073907,2.2.1,2,0,0,0,0
SRR5065298,2.2.1,2,0,0,0,0
SRR26399285,2.2.1,2,0,0,0,0
SRR5065615,2.2.1,2,0,0,0,0
SRR5065200,2.2.1,2,0,1,0,1
SRR5073835,2.2.1,2,0,0,0,0
SRR5065341,2.2.1,2,0,0,0,0
SRR5065215,2.2.1,2,0,0,0,1
SRR5065642,2.2.1,2,0,0,0,1
SRR26399292,2.2.1,2,0,0,0,0
SRR26400025,2.2.1,2,0,0,0,0
SRR5067649,2.2.1,2,0,1,0,1
SRR5065521,2.2.1,2,0,0,0,0
SRR5065209,2.2.1,2,0,1,0,1
SRR5065438,2.2.1,2,0,0,0,0
SRR26399913,2.2.1,2,0,0,0,0
SRR5065208,2.2.1,2,0,0,0,0
SRR5073986,2.2.1,2,0,0,0,0
SRR5073760,2.2.1,2,0,0,0,0
SRR5065362,2.2.1,2,0,0,0,1
SRR5074062,2.2.1,2,0,1,0,0
SRR5067469,2.2.1,2,0,0,0,0
SRR5067562,2.2.1,2,0,1,0,1
SRR5065688,2.2.1,2,1,1,0,1
SRR5073717,2.2.1,2,0,0,0,0
SRR5073522,2.2.1,2,0,0,0,1
SRR5073830,2.2.1,2,0,0,0,1
SRR5073608,2.2.1,2,0,0,0,1
SRR26399949,2.2.1,2,0,0,0,0
SRR5073763,2.2.1,2,0,1,0,1
SRR26399774,2.2.1,2,0,0,0,0
SRR5067603,2.2.1,2,0,0,0,0
SRR5073814,2.2.1,2,0,0,0,1
SRR26399694,2.2.1,2,0,1,0,0
SRR5073821,2.2.1,2,0,1,0,0
SRR26399314,2.2.1,2,0,0,0,0
SRR26399682,2.2.1,2,0,0,0,0
SRR26399208,2.2,2,0,0,0,0
SRR26399793,2.2.1,2,0,0,0,0
SRR5073704,2.2.1,2,0,0,0,1
SRR5065218,2.2.1,2,0,0,0,1
SRR5067561,2.2.1,2,0,0,0,0
SRR5067321,2.2.1,2,0,0,0,1
SRR5073576,2.2.1,2,0,0,0,0
SRR5067535,2.2.1,2,0,0,0,0
SRR5065645,2.2.1,2,0,1,0,1
SRR5067661,2.2.1,2,0,0,0,0
SRR5073708,2.2.1,2,0,0,0,1
SRR5067228,2.2.1,2,0,0,0,0
SRR5067682,2.2.1,2,0,1,0,1
SRR5073900,2.2.1,2,0,1,0,1
SRR26399427,2.2.1,2,0,0,0,0
SRR5065473,2.2.1,2,1,1,1,1
SRR5065526,2.2.1,2,0,1,1,1
SRR26399575,2.2.1,2,0,1,0,0
SRR5065595,2.2.1,2,1,1,1,1
SRR5067289,2.2.1,2,1,1,1,1
SRR5067601,2.2.1,2,0,0,0,1
SRR5073990,2.2.1,2,0,0,0,1
SRR5065676,2.2.1,2,0,0,0,1
SRR26399686,4.9,4,0,0,0,0
SRR5067481,2.2.1,2,1,1,0,1
SRR5067411,2.2.1,2,0,0,0,0
SRR5065273,2.2.1,2,0,0,0,0
SRR26399298,2.2.1,2,0,0,0,0
SRR5067245,2.2.1,2,0,0,0,0
SRR5073875,2.2.1,2,0,0,0,0
SRR5067482,2.2.1,2,0,1,0,1
SRR26399416,2.2.1,2,0,1,0,0
SRR5073736,2.2.1,2,0,1,0,1
SRR5073664,2.2.1,2,0,1,0,1
SRR5067367,2.2.1,2,0,1,0,1
SRR26399338,2.2.1,2,0,1,0,0
SRR26399818,2.2.1,2,0,0,0,0
SRR5074091,2.2.1,2,0,0,0,1
SRR5074095,2.2.1,2,0,0,0,0
SRR5074158,2.2.1,2,0,0,0,0
SRR5073929,2.2.1,2,0,0,0,0
SRR5067536,2.2.1,2,0,0,0,0
SRR5067293,2.2.1,2,0,0,0,0
SRR5065550,2.2.1,2,0,1,0,1
SRR5073859,2.2.1,2,0,0,0,0
SRR5065472,2.2.1,2,0,0,0,0
SRR5074078,2.2.1,2,0,0,0,0
SRR5067632,2.2.1,2,0,1,0,1
SRR5073567,2.2.1,2,0,0,0,0
SRR5067271,2.2.1,2,0,0,0,0
SRR5073509,2.2.1,2,0,0,0,0
SRR5074060,2.2.1,2,0,0,0,0
SRR26399588,2.2.1,2,0,0,0,0
SRR5073500,2.2.1,2,0,0,0,0
SRR26399792,2.2.1,2,0,0,0,0
SRR5067491,2.2.1,2,0,1,0,1
SRR5065269,2.2.1,2,0,1,0,1
SRR5074114,2.2.1,2,0,1,0,1
SRR5065477,2.2.1,2,0,1,0,1
SRR5065407,2.2.1,2,1,1,1,1
SRR5067696,2.2.1,2,0,1,0,1
SRR5065404,2.2.1,2,0,0,0,0
SRR5073958,2.2.1,2,0,0,0,0
SRR5067421,2.2.1,2,0,0,0,1
SRR5074070,2.2.1,2,0,1,0,0
SRR5073732,2.2.1,2,0,1,0,0
SRR5067687,2.2.1,2,1,0,0,0
SRR26399454,2.2.1,2,0,1,0,0
SRR5074171,2.2.1,2,0,1,0,1
SRR5074157,2.2.1,2,0,0,0,1
SRR26399207,2.2.1,2,0,0,0,0
SRR5067337,2.2.1,2,0,1,0,1
SRR5065588,2.2.1,2,0,1,0,1
SRR5073854,2.2.1,2,1,1,0,1
SRR5065596,2.2.1,2,0,1,0,1
SRR5067707,2.2.1,2,0,0,0,0
SRR5067483,2.2.1,2,0,0,0,0
SRR5073911,2.2.1,2,0,0,0,0
SRR5067672,2.2.1,2,0,0,0,0
SRR5065697,2.2.1,2,0,0,0,0
SRR5074076,2.2.1,2,0,0,0,1
SRR5073865,2.2.1,2,0,1,0,1
SRR26399806,2.2.1,2,0,1,0,0
SRR5067566,2.2.1,2,0,0,0,0
SRR5073843,2.2.1,2,0,0,0,0
SRR5067383,2.2.1,2,0,0,0,0
SRR26399657,2.2.1,2,0,0,0,0
SRR5074184,2.2.1,2,0,0,0,0
SRR5073937,2.2.1,2,1,1,1,1
SRR5067446,2.2.1,2,0,0,0,0
SRR5073994,2.2.1,2,0,0,0,0
SRR5067314,2.2.1,2,0,0,0,1
SRR5065422,2.2.1,2,0,0,0,1
SRR5073676,2.2.1,2,0,0,0,1
SRR5065566,2.2.1,2,0,0,0,1
SRR5067442,2.2.1,2,0,0,0,1
SRR5067264,2.2.1,2,0,0,0,1
SRR5067329,2.2.1,2,0,0,0,1
SRR10828835,8,8,1,1,0,0
