Sample.ID,lineage,major.lineage,Rifampicin,Isoniazid,Ethambutol,Streptomycin
SRR26399430,2.2.1,2,1,0,1,0
SRR26399525,2.2.1,2,0,1,0,0
SRR5073982,2.2.1,2,1,1,0,1
SRR5067447,2.2.1,2,0,1,0,1
SRR5073839,2.2.1,2,0,1,1,1
SRR5067579,2.2.1,2,0,1,0,1
SRR5067549,2.2.1,2,0,1,0,1
SRR5065671,2.2.1,2,0,0,0,0
SRR5074125,2.2.1,2,0,0,0,0
SRR5073880,2.2.1,2,0,0,0,0
SRR5065479,2.2.1,2,0,0,0,0
SRR5065662,2.2.1,2,0,0,0,0
SRR5073631,2.2.1,2,1,1,1,1
SRR5065410,2.2.1,2,0,1,0,1
SRR5065565,2.2.1,2,0,1,0,1
SRR5067292,2.2.1,2,0,1,0,1
SRR5073555,2.2.1,2,0,1,1,1
SRR26399795,2.2.1,2,0,1,0,0
SRR5073970,2.2.1,2,0,1,0,0
SRR5073938,2.2.1,2,0,0,0,1
SRR5067711,2.2.1,2,0,1,0,1
SRR5065220,2.2.1,2,0,0,0,0
SRR5067339,2.2.1,2,0,0,0,0
SRR5065544,2.2.1,2,0,0,0,0
SRR5065576,2.2.1,2,0,0,0,1
SRR5073873,2.2.1,2,0,0,0,1
SRR5073649,2.2.1,2,0,0,0,1
SRR5067546,2.2.1,2,0,0,0,0
SRR5067343,2.2.1,2,0,0,0,0
SRR5065357,2.2.1,2,0,0,0,0
SRR5065562,2.2.1,2,0,0,0,0
SRR26399663,2.2.1,2,0,0,0,0
SRR5065582,2.2.1,2,0,0,0,0
SRR26399688,2.2.1,2,0,0,0,0
SRR5067677,2.2.1,2,0,0,0,1
SRR5065620,2.2.1,2,0,0,0,0
SRR26399940,2.2.1,2,0,0,0,0
SRR5067400,2.2.1,2,0,0,0,0
SRR5073579,2.2.1,2,0,0,1,0
SRR5067659,2.2.1,2,0,0,0,0
SRR5073596,2.2.1,2,0,0,0,0
SRR5074071,2.2.1,2,0,0,0,0
SRR5073914,2.2.1,2,0,0,0,0
SRR5067712,2.2.1,2,0,0,0,0
SRR5074080,2.2.1,2,0,0,0,0
SRR5067295,2.2.1,2,0,0,0,0
SRR5073840,2.2.1,2,0,0,0,0
SRR5073747,2.2.1,2,0,0,0,0
SRR5065623,2.2.1,2,0,0,0,0
SRR26399707,2.2.1,2,0,0,0,0
SRR5065520,2.2.1,2,0,1,0,0
SRR5067379,2.2.1,2,0,1,1,0
SRR5065217,2.2.1,2,0,0,0,1
SRR5067627,2.2.1,2,0,0,0,0
SRR5073953,2.2.1,2,0,0,0,0
SRR5073799,2.2.1,2,0,1,0,1
SRR5065558,2.2.1,2,0,0,0,0
SRR5073574,2.2.1,2,0,0,0,0
SRR5073768,2.2.1,2,0,1,0,0
SRR5065345,2.2.1,2,0,0,0,0
SRR5065312,2.2.1,2,0,0,0,0
SRR5067325,2.2.1,2,0,0,0,1
SRR26399446,2.2.1,2,0,0,0,0
SRR5067630,2.2.1,2,0,0,0,0
SRR5074063,2.2.1,2,0,0,0,0
SRR5073735,2.2.1,2,0,0,1,1
SRR5067474,2.2.1,2,0,0,0,0
SRR5065387,2.2.1,2,0,0,0,0
SRR5065370,2.2.1,2,0,1,0,1
SRR26399441,4,4,0,0,0,0
SRR5067331,2.2.1,2,0,0,0,1
SRR5073730,2.2.1,2,0,0,0,0
SRR5067494,2.2.1,2,0,0,0,1
SRR26399919,2.2.1,2,0,0,0,0
SRR5067692,2.2.1,2,0,0,0,0
SRR5067425,2.2.1,2,0,1,0,1
SRR5067312,2.2.1,2,0,0,0,0
SRR5073716,2.2.1,2,0,0,0,1
SRR26399775,2.2.1,2,0,0,0,0
SRR5074053,2.2.1,2,0,1,0,1
SRR5073657,2.2.1,2,0,0,0,0
SRR5065351,2.2.1,2,0,0,0,0
SRR5065333,2.2.1,2,0,0,0,0
SRR5065229,2.2.1,2,0,0,0,0
SRR26399927,2.2.1,2,0,0,0,0
SRR5065531,2.2.1,2,0,0,0,0
SRR26399833,2.2.1,2,0,0,0,0
SRR5067250,2.2.1,2,0,0,0,1
SRR5065251,2.2.1,2,0,0,0,0
SRR5073810,2.2.1,2,1,1,0,1
SRR5073622,2.2.1,2,0,1,0,1
SRR5065421,2.2.1,2,0,0,0,0
SRR5073709,2.2.1,2,0,1,0,1
SRR5065466,2.2.1,2,0,0,0,0
SRR26399952,2.2.1,2,0,0,0,0
SRR5073547,2.2.1,2,0,0,0,0
SRR5065555,2.2.1,2,0,1,0,1
SRR5073651,2.2.1,2,0,0,0,1
SRR5073659,2.2.1,2,0,0,0,0
SRR5067417,2.2.1,2,0,0,0,1
SRR26399669,2.2.1,2,0,0,0,0
SRR5067525,2.2.1,2,0,0,0,0
SRR5074123,2.2.1,2,1,1,1,1
SRR5067221,2.2.1,2,0,1,0,1
SRR5073530,2.2.1,2,0,0,0,0
SRR5073731,2.2.1,2,0,0,0,1
SRR5067653,2.2.1,2,0,0,0,0
SRR5073650,2.2.1,2,0,0,1,1
SRR5065682,2.2.1,2,0,1,0,1
SRR26399457,2.2.1,2,0,0,0,0
SRR5067705,2.2.1,2,0,1,0,1
SRR5065505,2.2.1,2,0,0,0,0
SRR5065378,2.2.1,2,0,0,0,1
SRR5067609,2.2.1,2,0,0,0,0
SRR5065376,2.2.1,2,0,1,0,1
SRR5073803,2.2.1,2,0,0,0,0
SRR5073863,2.2.1,2,0,0,0,1
SRR5065213,2.2.1,2,0,1,0,1
SRR5067273,2.2.1,2,0,1,0,1
SRR5073834,2.2.1,2,0,0,0,1
SRR5067301,2.2.1,2,0,0,0,1
SRR26399186,2.2.1,2,0,0,0,0
SRR5065647,2.2.1,2,0,0,0,0
SRR5073862,2.2.1,2,0,0,0,0
SRR26399807,2.2.1,2,0,0,0,0
SRR5065471,2.2.1,2,0,0,0,0
SRR26399827,2.2.1,2,0,0,0,0
SRR5074137,2.2.1,2,0,0,0,0
SRR5073507,2.2.1,2,0,0,0,0
SRR26399517,2.2.1,2,0,0,0,0
SRR5067584,2.2.1,2,0,1,0,0
SRR26399945,2.2.1,2,0,0,0,0
SRR5067617,2.2.1,2,0,0,0,1
SRR5073941,2.2.1,2,0,0,0,0
SRR5067560,2.2.1,2,0,1,0,1
SRR5065518,2.2.1,2,0,0,0,0
SRR5073671,2.2.1,2,0,0,0,1
SRR5065356,2.2.1,2,0,0,0,1
SRR5074189,2.2.1,2,0,0,0,0
SRR5067422,2.2.1,2,0,0,0,0
SRR5067424,2.2.1,2,0,1,0,1
SRR5073743,2.2.1,2,0,1,0,1
SRR26399708,2.2.1,2,0,0,0,0
SRR5065210,2.2.1,2,0,0,1,0
SRR5067626,2.2.1,2,0,0,0,0
SRR5065569,2.2.1,2,0,1,0,1
SRR5073823,2.2.1,2,0,1,0,1
SRR5067618,2.2.1,2,0,0,0,0
SRR5067476,2.2.1,2,0,0,0,0
SRR5074180,2.2.1,2,0,0,0,0
SRR5074183,2.2.1,2,0,0,0,1
SRR5067431,2.2.1,2,0,0,0,0
SRR26399184,2.2.1,2,0,0,0,0
SRR5073714,2.2.1,2,0,0,0,0
SRR5073536,2.2.1,2,0,0,0,0
SRR5065377,2.2.1,2,0,0,0,1
SRR5065373,2.2.1,2,0,0,0,0
SRR5073951,2.2.1,2,0,0,0,0
SRR5073794,2.2.1,2,0,1,0,1
SRR5073662,2.2.1,2,0,0,0,0
SRR5073713,2.2.1,2,0,0,0,0
SRR26399786,2.2.1,2,0,0,0,0
SRR5067496,2.2.1,2,0,0,0,1
SRR5073610,2.2.1,2,0,0,0,1
SRR5073964,2.2.1,2,0,0,0,1
SRR26399692,2.2.1,2,0,0,0,0
SRR5073852,2.2.1,2,0,0,0,0
SRR5067311,2.2.1,2,0,0,0,0
SRR5065365,2.2.1,2,0,0,0,0
SRR26399816,2.2.1,2,0,0,0,0
SRR5067640,2.2.1,2,0,0,0,0
SRR5073677,2.2.1,2,0,0,0,1
SRR5073868,2.2.1,2,0,1,0,0
SRR5073925,2.2.1,2,0,0,0,0
SRR26399310,2.2.1,2,0,0,0,0
SRR5067286,2.2.1,2,0,0,0,0
SRR5073618,2.2.1,2,0,0,0,0
SRR5073777,2.2.1,2,0,0,0,0
SRR5073992,2.2.1,2,0,0,0,0
SRR5073723,2.2.1,2,0,0,0,0
SRR26399784,2.2.1,2,0,0,0,0
SRR5065658,2.2.1,2,0,0,0,0
SRR5067432,2.2.1,2,0,0,0,0
SRR5074163,2.2.1,2,0,0,0,0
SRR5067297,2.2.1,2,0,0,0,0
SRR5065224,2.2.1,2,0,0,0,0
SRR26399914,2.2.1,2,0,0,0,0
SRR5067460,2.2.1,2,0,0,0,0
SRR5073942,2.2.1,2,0,0,0,0
SRR5073776,2.2.1,2,0,0,0,0
SRR5065424,2.2.1,2,0,0,0,0
SRR5067531,2.2.1,2,0,0,0,0
SRR5074166,2.2.1,2,1,1,0,1
SRR5073673,2.2.1,2,0,1,0,1
SRR5067399,2.2.1,2,0,1,0,1
SRR5065585,2.2.1,2,0,0,0,1
SRR5067244,2.2.1,2,0,1,1,0
SRR5065433,2.2.1,2,0,0,0,0
SRR5073655,2.2.1,2,0,0,0,0
SRR5074096,2.2.1,2,0,1,0,1
SRR5073537,2.2.1,2,0,0,0,0
SRR5073506,2.2.1,2,0,1,0,1
SRR5065380,2.2.1,2,0,1,0,1
SRR5065400,2.2.1,2,0,1,0,1
SRR5065581,2.2.1,2,0,1,0,1
SRR26399691,2.2.1,2,0,1,0,0
SRR26400060,2.2.1,2,0,1,0,0
SRR5067704,2.2.1,2,1,1,1,1
SRR26400028,2.2.1,2,0,1,0,0
SRR5065270,2.2.1,2,0,1,0,1
SRR26399420,2.2.1,2,0,1,0,0
SRR26399281,2.2.1,2,0,1,0,0
SRR5073521,2.2.1,2,1,1,1,1
SRR5073909,2.2.1,2,0,1,0,1
SRR26399318,2.2.1,2,0,1,0,0
SRR5073779,2.2.1,2,0,0,0,0
SRR5073997,2.2.1,2,0,0,0,0
SRR5065612,2.2.1,2,0,0,0,0
SRR5067416,2.2.1,2,0,0,0,0
SRR5065634,2.2.1,2,0,0,0,0
SRR5065600,2.2.1,2,0,0,0,0
SRR26399459,2.2.1,2,0,0,0,0
SRR26400024,2.2.1,2,0,1,0,0
SRR5067319,2.2.1,2,0,0,0,0
SRR5065702,2.2.1,2,0,0,0,0
SRR5065489,2.2.1,2,0,0,0,0
SRR5074100,2.2.1,2,0,0,0,0
SRR5065568,2.2.1,2,0,0,0,0
SRR5073916,2.2.1,2,0,0,0,0
SRR26399936,2.2.1,2,0,0,0,0
SRR5067278,2.2.1,2,0,0,0,0
SRR26399935,2.2.1,2,0,0,0,0
SRR5073575,2.2.1,2,0,0,0,1
SRR5065481,2.2.1,2,0,0,0,1
SRR5067666,2.2.1,2,0,1,0,1
SRR26399273,2.2.1,2,0,0,0,0
SRR26399788,2.2.1,2,0,0,0,0
SRR5067657,2.2.1,2,0,1,0,1
SRR26399415,2.2.1,2,0,0,0,0
SRR5065461,2.2.1,2,0,0,0,0
SRR5073983,2.2.1,2,0,0,0,0
SRR5067505,2.2.1,2,0,0,0,0
SRR5067270,2.2.1,2,0,0,0,0
SRR5065372,2.2.1,2,0,0,0,0
SRR5073904,2.2.1,2,0,0,0,0
SRR5065672,2.2.1,2,0,1,0,0
SRR5067493,2.2.1,2,0,0,0,0
SRR5067259,2.2.1,2,0,0,0,1
SRR5067587,2.2.1,2,0,0,0,0
SRR5073888,2.2.1,2,0,0,0,0
SRR5067654,2.2.1,2,0,0,0,1
SRR5073680,2.2.1,2,0,0,0,1
SRR5073948,2.2.1,2,0,0,0,1
SRR26399206,2.2,2,0,0,0,0
SRR5065574,2.2.1,2,0,0,0,1
SRR26400017,2.2.1,2,0,0,0,0
SRR26399533,2.2.1,2,0,0,0,0
SRR5073605,2.2.1,2,0,0,0,1
SRR5065293,2.2.1,2,1,0,0,1
SRR5067253,2.2.1,2,0,0,0,0
SRR5065429,2.2.1,2,0,0,0,0
SRR5074088,2.2.1,2,0,1,0,0
SRR5065685,2.2.1,2,0,0,0,0
SRR5065286,2.2.1,2,0,0,0,0
SRR5067249,2.2.1,2,0,0,0,0
SRR5065319,2.2.1,2,0,0,0,0
SRR5067631,2.2.1,2,0,0,0,0
SRR5073615,2.2.1,2,0,0,0,0
SRR5067616,2.2.1,2,0,0,0,0
SRR5065304,2.2.1,2,0,0,0,0
SRR5073755,2.2.1,2,0,0,0,0
SRR26399284,2.2.1,2,0,0,0,0
SRR26399198,2.2.1,2,0,0,0,0
SRR5073742,2.2.1,2,0,0,0,0
SRR5067457,2.2.1,2,0,0,0,0
SRR5073738,2.2.1,2,0,0,0,0
SRR5067673,2.2.1,2,0,0,0,1
SRR5073520,2.2.1,2,0,0,0,1
SRR5073652,2.2.1,2,0,0,1,1
SRR5067402,2.2.1,2,0,0,0,0
SRR5067694,2.2.1,2,0,0,0,1
SRR5074149,2.2.1,2,0,0,0,1
SRR5065235,2.2.1,2,0,0,1,1
SRR26399209,2.2.1,2,0,0,0,0
SRR5073870,2.2.1,2,0,1,0,1
SRR5073767,2.2.1,2,0,0,0,0
SRR26399779,2.2.1,2,0,0,0,0
SRR5067254,2.2.1,2,0,0,0,0
SRR5067714,2.2.1,2,0,1,1,1
SRR5067670,2.2.1,2,0,0,0,0
SRR5074082,2.2.1,2,0,0,0,0
SRR5073819,2.2.1,2,0,0,0,1
SRR5067637,2.2.1,2,0,0,0,1
SRR5065240,2.2.1,2,0,0,0,0
SRR5065257,2.2.1,2,0,0,0,1
SRR5067387,2.2.1,2,0,0,0,1
SRR5074140,2.2.1,2,0,0,0,0
SRR26399941,2.2.1,2,0,0,0,0
SRR5065475,2.2.1,2,0,0,0,0
SRR5073597,2.2.1,2,0,0,0,0
SRR5073853,2.2.1,2,0,1,1,1
SRR5073913,2.2.1,2,0,1,0,1
SRR5065624,2.2.1,2,0,0,0,1
SRR26400007,2.2.1,2,0,0,0,0
SRR5073965,2.2.1,2,0,0,0,1
SRR5067322,2.2.1,2,0,1,0,1
SRR5065497,2.2.1,2,1,1,0,1
SRR5073879,2.2.1,2,0,0,0,0
SRR5067423,2.2.1,2,0,0,0,0
SRR26399282,2.2.1,2,0,0,0,0
SRR26400044,2.2.1,2,0,0,0,0
SRR5073884,2.2.1,2,0,0,0,1
SRR5073796,2.2.1,2,0,0,0,1
SRR5065403,2.2.1,2,0,0,0,1
SRR26399790,2.2.1,2,0,0,0,0
SRR5074067,2.2.1,2,0,0,1,1
SRR5065260,2.2.1,2,0,1,0,1
SRR5065621,2.2.1,2,0,1,0,1
SRR5067518,2.2.1,2,0,1,0,0
SRR5067429,2.2.1,2,0,0,0,0
SRR5073571,2.2.1,2,0,1,0,0
SRR5073647,2.2.1,2,0,1,0,1
SRR26399662,2.2.1,2,0,1,0,0
SRR5065457,2.2.1,2,0,0,0,1
SRR5073523,2.2.1,2,0,0,0,1
SRR5073630,2.2.1,2,0,0,0,1
SRR5067532,2.2.1,2,0,0,0,1
SRR5067294,2.2.1,2,0,0,0,1
SRR5065480,2.2.1,2,0,1,0,1
SRR26399591,2.2.1,2,0,1,0,0
SRR5073694,2.2.1,2,1,1,0,1
SRR26399283,2.2.1,2,0,1,0,0
SRR5073727,2.2.1,2,0,1,0,1
SRR26399183,2.2.1,2,0,1,0,0
SRR26399926,2.2.1,2,0,0,0,0
SRR5073864,2.2.1,2,0,1,0,1
SRR26399213,2.2.1,2,0,0,0,0
SRR26399802,2.2.1,2,0,1,0,0
SRR5067477,2.2.1,2,0,1,0,1
SRR5065423,2.2.1,2,0,1,0,1
SRR26399211,2.2.1,2,0,0,0,0
SRR5067689,2.2.1,2,0,0,0,0
SRR26399422,2.2.1,2,0,0,0,0
SRR5065686,2.2.1,2,0,1,0,1
SRR5065528,2.2.1,2,0,0,0,0
SRR5073632,2.2.1,2,0,0,0,0
SRR5073697,2.2.1,2,0,0,0,0
SRR5073773,2.2.1,2,0,0,0,0
SRR5065338,2.2.1,2,0,0,0,0
SRR5065650,2.2.1,2,0,0,0,0
SRR5065675,2.2.1,2,0,0,0,0
SRR5065255,2.2.1,2,0,0,0,0
SRR5067600,2.2.1,2,0,0,1,0
SRR5067679,2.2.1,2,0,0,0,0
SRR5067530,2.2.1,2,0,0,0,0
SRR5067547,2.2.1,2,0,0,0,0
SRR5073740,2.2.1,2,0,0,0,0
SRR5065340,2.2.1,2,0,0,0,0
SRR5073949,2.2.1,2,0,0,0,0
SRR5073856,2.2.1,2,0,0,0,0
SRR5065262,2.2.1,2,0,0,0,0
SRR5073687,2.2.1,2,0,0,0,0
SRR5073702,2.2.1,2,0,0,0,0
SRR5067514,2.2.1,2,0,0,0,0
SRR5073800,2.2.1,2,0,0,0,0
SRR5074108,2.2.1,2,0,0,0,0
SRR5065643,2.2.1,2,0,0,0,1
SRR5067639,2.2.1,2,0,0,0,1
SRR5067472,2.2.1,2,0,0,0,0
SRR26399447,2.2.1,2,0,0,0,0
SRR5067552,2.2.1,2,0,0,0,0
SRR5065510,2.2.1,2,0,0,0,0
SRR5074175,2.2.1,2,0,0,0,0
SRR5073928,2.2.1,2,0,0,0,0
SRR5065367,2.2.1,2,0,0,0,0
SRR5065281,2.2.1,2,0,1,0,1
SRR5073532,2.2.1,2,0,0,0,0
SRR26399526,2.2.1,2,0,0,0,0
SRR5067564,2.2.1,2,0,0,0,1
SRR5073931,2.2.1,2,0,1,1,0
SRR5067241,2.2.1,2,0,0,0,0
SRR5067567,2.2.1,2,0,0,0,0
SRR5074188,2.2.1,2,0,0,0,0
SRR5073996,2.2.1,2,0,0,0,0
SRR5073616,2.2.1,2,0,0,0,0
SRR5067275,2.2.1,2,0,0,0,0
SRR5065353,2.2.1,2,0,0,0,0
SRR5067290,2.2.1,2,0,0,0,0
SRR5073546,2.2.1,2,0,0,0,1
SRR5065314,2.2.1,2,0,1,0,1
SRR5067390,2.2.1,2,0,1,0,1
SRR5065670,2.2.1,2,0,1,0,1
SRR5067304,2.2.1,2,0,0,0,0
SRR5065228,2.2.1,2,0,1,1,1
SRR5067333,2.2.1,2,0,0,0,0
SRR5065652,2.2.1,2,0,0,0,0
SRR5073771,2.2.1,2,0,1,0,1
SRR5073780,2.2.1,2,0,1,0,1
SRR5067467,2.2.1,2,0,1,0,1
SRR5065573,2.2.1,2,0,1,0,1
SRR5065204,2.2.1,2,0,0,0,0
SRR5065545,2.2.1,2,0,1,0,0
SRR5067369,2.2.1,2,0,0,0,0
SRR5065275,2.2.1,2,0,0,0,0
SRR5067306,2.2.1,2,0,0,0,0
SRR5065699,2.2.1,2,0,0,0,1
SRR26399187,2.2.1,2,0,0,0,0
SRR5073535,2.2.1,2,0,0,0,1
SRR5074147,2.2.1,2,0,0,0,0
SRR5065694,2.2.1,2,0,0,0,0
SRR5073513,2.2.1,2,0,0,0,0
SRR5065327,2.2.1,2,0,0,0,0
SRR5073719,2.2.1,2,0,0,0,0
SRR5067324,2.2.1,2,0,1,0,1
SRR5065478,2.2.1,2,0,0,0,1
SRR5065326,2.2.1,2,0,1,0,1
SRR5067227,2.2.1,2,0,1,0,1
SRR5065253,2.2.1,2,0,0,0,1
SRR5074059,2.2.1,2,0,0,0,0
SRR26399192,2.2.1,2,0,1,0,0
SRR5074066,2.2.1,2,0,0,0,0
SRR26399194,2.2.1,2,0,1,0,0
SRR5065700,2.2.1,2,0,0,0,1
SRR5067231,2.2.1,2,0,0,0,0
SRR5074185,2.2.1,2,1,1,0,1
SRR5067555,2.2.1,2,0,0,0,0
SRR5073527,2.2.1,2,0,1,0,1
SRR5067623,2.2.1,2,0,1,0,1
SRR5073764,2.2.1,2,1,1,1,1
SRR5065674,2.2.1,2,0,0,0,0
SRR5065601,2.2.1,2,0,0,0,0
SRR5073524,2.2.1,2,0,0,0,0
SRR5065628,2.2.1,2,0,0,0,0
SRR5073920,2.2.1,2,0,1,0,1
SRR26399658,2.2.1,2,0,0,0,0
SRR26399349,2.2.1,2,0,0,0,0
SRR26399539,2.2.1,2,0,0,0,0
SRR5067456,2.2.1,2,0,0,0,0
SRR26399345,2.2.1,2,0,0,0,0
SRR5073917,2.2.1,2,0,0,0,1
SRR26399937,2.2.1,2,0,1,0,0
SRR5067462,2.2.1,2,0,1,0,1
SRR5067502,2.2.1,2,0,0,0,1
SRR5073638,2.2.1,2,0,1,0,1
SRR5065470,2.2.1,2,1,0,0,0
SRR5067570,2.2.1,2,0,0,0,0
SRR5073935,2.2.1,2,1,1,1,1
SRR5067251,2.2.1,2,0,1,0,1
SRR5073568,2.2.1,2,0,1,0,1
SRR5065530,2.2.1,2,0,0,0,0
SRR5067316,2.2.1,2,0,0,0,0
SRR5073961,2.2.1,2,0,0,0,1
SRR5067478,2.2.1,2,0,0,1,1
SRR26399787,2.2.1,2,0,0,0,0
SRR5073878,2.2.1,2,0,0,0,0
SRR5074148,2.2.1,2,0,0,0,0
SRR5067706,2.2.1,2,0,0,0,0
SRR5067439,2.2.1,2,1,1,1,1
SRR5067340,2.2.1,2,0,1,0,1
SRR5065512,2.2.1,2,0,0,0,0
SRR5067686,2.2.1,2,0,1,0,1
SRR5065669,2.2.1,2,0,0,0,0
SRR5073563,2.2.1,2,0,0,0,0
SRR5065221,2.2.1,2,0,0,0,0
SRR26399426,2.2.1,2,0,0,0,0
SRR5065434,2.2.1,2,0,0,0,0
SRR5073976,2.2.1,2,0,0,0,0
SRR5073828,2.2.1,2,0,0,0,0
SRR5073712,2.2.1,2,0,0,0,0
SRR5067690,2.2.1,2,0,0,0,0
SRR5065344,2.2.1,2,0,0,0,0
SRR5073993,2.2.1.2,2,0,0,0,0
SRR5074154,2.2.1.2,2,0,0,0,0
SRR26399424,2.2.1.2,2,0,0,0,0
SRR5067260,2.2.1.2,2,0,1,0,1
SRR5067541,2.2.1.2,2,0,1,0,0
SRR26399823,2.2.1.2,2,0,0,0,0
SRR5073654,2.2.1,2,1,1,0,1
SRR5065409,2.2.1,2,0,0,0,1
SRR5065332,2.2.1,2,0,0,0,0
SRR26399832,2.2.1,2,1,0,0,0
SRR5067480,2.2.1,2,1,0,0,1
SRR5073721,2.2.1,2,0,1,0,0
SRR5073737,2.2.1,2,0,1,0,0
SRR5065534,2.2.1,2,0,1,0,0
SRR5065259,2.2.1,2,0,1,0,0
SRR5067620,2.2.1,2,0,0,0,0
SRR5073783,2.2.1,2,0,0,0,0
SRR5065250,2.2.1,2,1,1,1,1
SRR5074061,2.2.1,2,0,0,0,0
SRR5065291,2.2.1,2,0,0,0,1
SRR5065529,2.2.1,2,0,0,0,0
SRR5065212,2.2.1,2,0,0,0,0
SRR5065683,2.2.1,2,0,0,0,0
SRR5065605,2.2.1,2,0,0,0,0
SRR5073508,2.2.1,2,0,0,0,0
SRR5065630,2.2.1,2,0,0,0,1
SRR26399307,2.2.1,2,0,0,0,0
SRR5073790,2.2.1,2,0,0,0,0
SRR5065681,2.2.1,2,0,0,0,0
SRR5065627,2.2.1,2,1,1,1,1
SRR5065282,2.2.1,2,0,0,0,1
SRR5065599,2.2.1,2,0,0,0,1
SRR5073582,2.2.1,2,0,0,0,0
SRR5074113,2.2.1,2,0,1,1,0
SRR5067590,2.2.1,2,0,0,0,0
SRR26399781,2.2,2,0,0,0,0
SRR5067413,2.2.1,2,0,0,0,0
SRR5073815,2.2.1,2,0,0,0,0
SRR5067499,2.2.1,2,0,0,0,1
SRR5065334,2.2.1,2,0,0,0,0
SRR5067351,2.2.1,2,0,0,0,0
SRR5067237,2.2.1,2,0,0,0,0
SRR26399527,2.2.1,2,0,0,0,0
SRR5067574,2.2.1,2,0,0,0,0
SRR5065354,2.2.1,2,0,0,0,0
SRR5073972,2.2.1,2,1,1,1,1
SRR5073933,2.2.1,2,0,1,0,1
SRR5067403,2.2.1,2,0,0,0,0
SRR5065226,2.2.1,2,0,0,0,0
SRR5073681,2.2.1,2,0,0,0,1
SRR5067557,2.2.1,2,0,0,0,0
SRR26399681,2.2.1,2,0,0,1,0
SRR26399433,2.2.1,2,1,1,1,0
SRR5065538,2.2.1,2,1,1,1,1
SRR5074146,2.2.1,2,1,1,1,1
SRR5067440,2.2.1,2,1,1,0,1
SRR5074074,2.2.1,2,1,1,1,1
SRR5074087,2.2.1,2,0,1,0,1
SRR5074176,2.2.1,2,0,1,0,1
SRR5073533,2.2.1,2,1,1,0,1
SRR5067443,2.2.1,2,0,0,1,0
SRR5073669,2.2.1,2,0,0,0,0
SRR26399212,2.2.1,2,0,0,0,0
SRR5074181,2.2.1,2,0,1,0,0
SRR5067282,2.2.1,2,0,1,0,0
SRR26399592,2.2.1,2,0,1,0,0
SRR5067521,2.2.1,2,0,1,0,0
SRR5073787,2.2.1,2,1,1,0,1
SRR5065524,2.2.1,2,1,1,0,1
SRR5065705,2.2.1,2,0,1,0,0
SRR5065613,2.2.1,2,0,0,0,0
SRR5065501,2.2.1,2,0,1,0,1
SRR5065413,2.2.1,2,0,0,0,1
SRR5065241,2.2.1,2,0,1,0,1
SRR5067229,2.2.1,2,0,1,0,1
SRR5074153,2.2.1,2,1,0,1,0
SRR5067511,2.2.1,2,0,0,0,0
SRR5067516,2.2.1,2,0,0,0,0
SRR5067501,2.2.1,2,0,0,0,0
SRR5073886,2.2.1,2,0,0,0,0
SRR5065646,2.2.1,2,0,0,0,0
SRR5073569,2.2.1,2,0,0,0,0
SRR5067528,2.2.1,2,0,0,0,0
SRR5073985,2.2.1,2,0,0,0,0
SRR5065664,2.2.1,2,0,0,0,0
SRR5073922,2.2.1,2,0,1,0,1
SRR5073757,2.2.1,2,0,0,0,0
SRR26399675,2.2.1,2,0,0,0,0
SRR5065570,2.2.1,2,0,0,0,0
SRR5073578,2.2.1,2,0,0,0,1
SRR26399699,4,4,0,0,0,0
SRR5067448,2.2.1,2,0,0,0,0
SRR5073595,2.2.1,2,0,0,0,0
SRR5073872,2.2.1,2,0,0,0,0
SRR5065460,2.2.1,2,0,0,0,1
SRR5067238,2.2.1,2,0,1,0,1
SRR26399530,2.2.1,2,1,1,0,0
SRR5067396,2.2.1,2,0,0,0,0
SRR5065511,2.2.1,2,0,1,0,1
SRR5073550,2.2.1,2,0,1,0,1
SRR5073968,2.2.1,2,0,0,0,0
SRR5065350,2.2.1,2,0,0,0,0
SRR5073515,2.2.1,2,0,0,0,0
SRR5073670,2.2.1,2,0,0,0,0
SRR5073802,2.2.1,2,0,0,0,0
SRR5067272,2.2.1,2,0,1,0,1
SRR5074168,2.2.1,2,0,1,0,1
SRR26399951,2.2.1,2,0,1,0,0
SRR26399451,2.2.1,2,0,1,0,0
SRR5067313,2.2.1,2,0,1,0,1
SRR5065361,2.2.1,2,0,1,0,1
SRR5067240,2.2.1,2,0,1,0,1
SRR26399419,2.2.1,2,0,1,0,0
SRR5073695,2.2.1,2,0,1,0,1
SRR5067243,2.2.1,2,0,1,0,1
SRR5067563,2.2.1,2,0,1,0,1
SRR5067409,2.2.1,2,0,1,0,1
SRR26399710,2.2.1,2,0,0,0,0
SRR5073591,2.2.1,2,0,1,0,1
SRR5065412,2.2.1,2,0,1,1,1
SRR5065611,2.2.1,2,0,1,0,1
SRR5067665,2.2.1,2,0,1,0,1
SRR5067613,2.2.1,2,0,1,1,1
SRR5065238,2.2.1,2,0,1,0,1
SRR5067582,2.2.1,2,0,1,0,1
SRR5065336,2.2.1,2,1,1,0,1
SRR5073585,2.2.1,2,0,1,0,1
SRR5073603,2.2.1,2,1,1,1,1
SRR5074105,2.2.1,2,0,1,0,1
SRR5074116,2.2.1,2,0,0,0,0
SRR5073895,2.2.1,2,0,0,0,0
SRR5074179,2.2.1,2,0,0,0,1
SRR5065360,2.2.1,2,0,0,0,0
SRR5065442,2.2.1,2,0,0,0,0
SRR26399600,2.2.1,2,0,0,0,0
